village,vlcode,state,district,block,population,total_population_village,total_households,total_geographical_area,latitude,longitude,aashray_risk_score,priority,risk_category,risk_model,risk_model_note,coastal_hazard_score,flood_hazard_score,cyclone_hazard_score,rainfall_hazard_score,multi_hazard_score,multi_hazard_category,hazards_available,hazard_contribution,forest_area,net_area_sown,total_unirrigated_land,area_irrigated_by_source,nearest_town_distance_from_village
Purapuzha,628094,Kerala,Idukki,Thodupuzha,11836.0,11836.0,2952.0,2273.0,9.863137469784007,76.65424721242952,43.5,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,2062.0,1927.0,135.0,10.0
Muttar,628248,Kerala,Alappuzha,Veliyanad (Part),9200.0,9200.0,2264.0,1048.0,9.400233992714842,76.4912602033236,43.47,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,1046.0,70.0,976.0,8.0
Padinjare Vemballur,627871,Kerala,Thrissur,Mathilakam,11836.0,11836.0,2905.0,631.0,10.259695131679749,76.14636044669123,43.29,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,617.0,316.0,301.0,8.0
Achooranam,627333,Kerala,Wayanad,Kalpetta,11998.0,11998.0,2684.0,2032.0,11.602343195240037,76.02070054035015,43.22,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,22.0,1767.0,1117.0,650.0,8.0
Nandipulam,627891,Kerala,Thrissur,Kodakara,5529.0,5529.0,1438.0,470.0,10.395300252339135,76.3240034578199,43.21,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,391.0,2.0,389.0,22.0
Pattuvam,627196,Kerala,Kannur,Taliparamba,15659.0,15659.0,3300.0,1681.0,12.022862073207644,75.32556338143515,43.21,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,1140.0,971.0,169.0,8.0
Vallanghy,627671,Kerala,Palakkad,Nemmara,17804.0,17804.0,4246.0,2174.0,10.584709101268338,76.61812642976362,42.76,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,5.0,1053.0,402.0,823.0,28.0
Parli I,627635,Kerala,Palakkad,Palakkad,17369.0,17369.0,4072.0,1579.0,10.809156100404117,76.54735712461431,42.74,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,152.0,592.0,90.0,501.0,15.0
Elanad,627755,Kerala,Thrissur,Pazhayannur,10284.0,10284.0,2467.0,2140.0,10.622092443665624,76.39667518300517,42.69,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,597.0,1484.0,1437.0,47.0,32.0
Pudussery East,627647,Kerala,Palakkad,Malampuzha,14416.0,14416.0,3589.0,7960.0,10.844680661058884,76.78740763219403,42.37,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,5725.0,2174.0,769.0,1405.0,20.0
Nadavayal,627309,Kerala,Wayanad,Mananthavady,15795.0,15795.0,3689.0,4001.0,11.75266570145546,76.1301287141734,42.2,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,1678.0,2212.0,1533.0,679.0,24.0
Kollengode Ii,627678,Kerala,Palakkad,Kollengode,11329.0,11329.0,2704.0,1525.0,10.568805682190654,76.69898638468935,42.19,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,36.0,776.0,76.0,714.0,20.0
Changaroth,627370,Kerala,Kozhikode,Perambra,17427.0,17427.0,4169.0,1733.0,11.60692346554232,75.78109955832767,42.14,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,501.0,338.0,163.0,35.0
Sholayur,627613,Kerala,Palakkad,Attappady,7012.0,7012.0,1885.0,9596.0,11.05962681763506,76.70070203961187,42.09,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,7187.0,2409.0,2259.0,150.0,43.0
Noolpuzha,627319,Kerala,Wayanad,Sulthan Bathery,14133.0,14133.0,3299.0,12550.0,11.654937284362928,76.36064015930663,42.07,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,10377.0,2173.0,2128.0,45.0,33.0
Cheruvally,628201,Kerala,Kottayam,Vazhoor,6447.0,6447.0,1645.0,1120.0,9.518703013887198,76.75894353917498,41.98,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,1068.0,52.0,1068.0,41.0
Padinharethara,627324,Kerala,Wayanad,Kalpetta,16146.0,16146.0,3645.0,3944.0,11.671496148572883,75.94700750242936,41.98,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,1368.0,2060.0,2206.0,24.0,18.0
Karadka,627111,Kerala,Kasaragod,Kasaragod,9613.0,9613.0,2158.0,1859.0,12.532768235809437,75.15106571098795,41.94,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,689.0,798.0,236.0,566.0,23.0
Changanassery Part,628183,Kerala,Kottayam,Veliyanad (Part),4754.0,4754.0,1116.0,1389.0,9.421857147679471,76.52191752317897,41.9,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,1163.0,48.0,1115.0,1.0
Vengoor,627943,Kerala,Ernakulam,Koovappady,10961.0,10961.0,2797.0,1663.0,10.138886612392314,76.55160904175307,41.72,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,1134.0,1330.0,230.0,11.0
Thekkumbhagom,628362,Kerala,Kollam,Chavara,16937.0,16937.0,4388.0,1660.0,8.961965189290524,76.56504642463149,41.59,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,507.0,455.0,51.0,15.0
Chempanoda,627371,Kerala,Kozhikode,Perambra,5398.0,5398.0,1361.0,5381.0,11.636881914793902,75.85744050000422,41.51,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,2223.0,1327.0,894.0,433.0,40.0
Bayar,627080,Kerala,Kasaragod,Manjeshwar,11057.0,11057.0,2022.0,2449.0,12.69390049147968,75.02867974134519,41.46,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,372.0,1479.0,1471.0,8.0,35.0
Channappetta,628403,Kerala,Kollam,Anchal,8518.0,8518.0,2276.0,2440.0,8.86610254023936,76.98969839461508,41.42,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,1092.0,1060.0,1063.0,2.0,20.0
Pandikkad,627464,Kerala,Malappuram,Wandoor,18406.0,18406.0,3578.0,1737.0,11.102188055598,76.25025225001399,41.35,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,913.0,47.0,1521.0,13.0
Thayanur,627152,Kerala,Kasaragod,Kanhangad,11955.0,11955.0,2917.0,3994.0,12.346514452580283,75.2045492018502,41.23,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,2706.0,2261.0,445.0,20.0
Parli Ii,627636,Kerala,Palakkad,Palakkad,17082.0,17082.0,4078.0,1428.0,10.796851437991611,76.57079498002469,41.22,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,20.0,522.0,0.0,1043.0,10.0
Pudur,627610,Kerala,Palakkad,Attappady,6026.0,6026.0,1776.0,9320.0,11.176566601312976,76.64318201484753,41.18,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,7426.0,1894.0,1694.0,200.0,48.0
Thriperumthura,628278,Kerala,Alappuzha,Mavelikkara,15226.0,15226.0,4021.0,1623.0,9.286594093660003,76.51267660927974,41.17,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,1038.0,0.0,1451.0,8.0
Konnithazham,628335,Kerala,Pathanamthitta,Konni,13009.0,13009.0,3530.0,10198.0,9.255446642094649,76.85875450001888,41.11,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,8020.0,1786.0,1786.0,0.0,6.0
Koodal,628348,Kerala,Pathanamthitta,Parakode (Part),15979.0,15979.0,4461.0,3305.0,9.161371560734604,76.85273711516507,41.09,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,264.0,2831.0,2585.0,373.0,6.0
Venganellur,627729,Kerala,Thrissur,Pazhayannur,10664.0,10664.0,2596.0,2053.0,10.716264868243533,76.3552989006658,41.06,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,130.0,102.0,305.0,11.0,32.0
Puliyoor Part,628273,Kerala,Alappuzha,Chengannur,16531.0,16531.0,4459.0,1166.0,9.299310545410846,76.58698547569175,41.03,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,402.0,50.0,807.0,3.0
Manalithara,627748,Kerala,Thrissur,Wadakkanchery,7581.0,7581.0,1910.0,1115.0,10.623505542526594,76.32650661363574,40.91,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,654.0,165.0,61.0,104.0,18.0
Kayanna,627378,Kerala,Kozhikode,Perambra,16776.0,16776.0,4163.0,2129.0,11.53285696222038,75.8156211939673,40.9,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,20.0,1937.0,1865.0,72.0,22.0
Meenja,627064,Kerala,Kasaragod,Manjeshwar,4144.0,4144.0,826.0,1016.0,12.70138824768181,74.96181486207601,40.8,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,732.0,383.0,519.0,36.0
Adhur,627110,Kerala,Kasaragod,Kasaragod,11598.0,11598.0,2107.0,2258.0,12.565765900610206,75.19051617331048,40.75,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,1381.0,906.0,477.0,23.0
Kannambra Ii,627705,Kerala,Palakkad,Alathur,10768.0,10768.0,2591.0,679.0,10.620652567608218,76.47412223763709,40.75,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,5.0,674.0,342.0,332.0,40.0
Karumathara,627746,Kerala,Thrissur,Wadakkanchery,3814.0,3814.0,902.0,440.0,10.647241126028163,76.27383546348901,40.52,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,92.0,337.0,43.0,18.0
Melmuri,627519,Kerala,Malappuram,Kuttippuram,22217.0,22217.0,4249.0,1676.0,10.947305736871796,76.05159344854046,40.39,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,687.0,421.0,436.0,16.0
Palery,627369,Kerala,Kozhikode,Perambra,14680.0,14680.0,3379.0,1291.0,11.618642762322168,75.7556376789775,40.36,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,397.0,185.0,212.0,30.0
Koduvazhannoor,628463,Kerala,Thiruvananthapuram,Kilimanoor,10248.0,10248.0,2755.0,808.0,8.737092545885547,76.87117862278801,40.27,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,624.0,586.0,98.0,10.0
Thirumeni,627189,Kerala,Kannur,Payyannur,8611.0,8611.0,2077.0,2358.0,12.247659181435871,75.41537424220219,40.19,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,124.0,1403.0,1198.0,205.0,32.0
Mangalam Dam,627710,Kerala,Palakkad,Alathur,6012.0,6012.0,1441.0,3000.0,10.49121536076009,76.56562264829057,40.17,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,1364.0,1596.0,1524.0,72.0,42.0
Kalnad,627100,Kerala,Kasaragod,Kasaragod,18029.0,18029.0,3351.0,847.0,12.458165735740838,75.00918205434414,40.13,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,614.0,415.0,199.0,6.0
Mylapra Part,628333,Kerala,Pathanamthitta,Ranni,10082.0,10082.0,2710.0,1039.0,9.30690012331279,76.79504932399647,39.87,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,901.0,797.0,133.0,5.0
Painkulam,627722,Kerala,Thrissur,Pazhayannur,9517.0,9517.0,2115.0,1396.0,10.739812596841263,76.32222686884097,39.74,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,285.0,899.0,698.0,258.0,4.0
Vellilappally,628116,Kerala,Kottayam,Uzhavoor,16509.0,16509.0,3994.0,2981.0,9.78459507081089,76.65998176919824,39.7,P4,MODERATE,AASHRAY Vulnerability & Priority Model v1,Modelled village-level exposure and infrastructure vulnerability score; not an official government hazard classification.,,,,,,,"vulnerability,exposure",,0.0,2638.0,2483.0,155.0,10.0
