village,vlcode,state,district,block,population,total_population_village,total_households,total_geographical_area,latitude,longitude,aashray_risk_score,priority,risk_category,risk_model,risk_model_note,coastal_hazard_score,flood_hazard_score,cyclone_hazard_score,rainfall_hazard_score,multi_hazard_score,multi_hazard_category,hazards_available,hazard_contribution,forest_area,net_area_sown,total_unirrigated_land,area_irrigated_by_source,nearest_town_distance_from_village
Arasa,395626,Odisha,Kendrapara,Rajkanika,893.0,893.0,170.0,94.0,20.74454313895774,86.7150510541309,44.35564623032609,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5922875608106029,0.0,0.5755861563539222,0.6098682748579979,0.4435564623032609,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,47.0,47.0,0.0,25.0
Sikudi,395619,Odisha,Kendrapara,Rajkanika,500.0,500.0,90.0,88.0,20.74233827345043,86.74470183722377,46.554484720606084,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6553415303296533,0.0,0.5878749325422611,0.6098682748579979,0.4655448472060608,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,44.0,44.0,0.0,30.0
Bahadiha,395609,Odisha,Kendrapara,Rajkanika,375.0,375.0,68.0,165.0,20.775098582671507,86.69336402664614,54.11730347288112,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6753611692424442,0.3,0.5663641159379135,0.6098682748579979,0.5411730347288112,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,29.0,29.0,0.0,24.0
Manapur,395605,Odisha,Kendrapara,Rajkanika,1826.0,1826.0,402.0,369.0,20.78468533946808,86.65603093586118,71.49178651664015,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6590897103734865,1.0,0.5808691883310234,0.6098682748579979,0.7149178651664014,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,251.0,251.0,0.0,30.0
Malisahada,395673,Odisha,Kendrapara,Rajkanika,1211.0,1211.0,251.0,91.0,20.727868124302628,86.7404111876744,51.688552590531586,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5740727469340825,0.3,0.5907601874139661,0.6098682748579979,0.5168855259053159,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,2.0,46.0,46.0,0.0,27.0
Kalisipada,395674,Odisha,Kendrapara,Rajkanika,279.0,279.0,44.0,57.0,20.727793836802917,86.7338428669248,45.29117963138275,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.530608119085085,0.1,0.5870228224668101,0.6098682748579979,0.4529117963138275,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,28.0,28.0,0.0,32.0
Pimpudi,395670,Odisha,Kendrapara,Rajkanika,458.0,458.0,102.0,73.0,20.731048930337895,86.72700978410028,41.71617112258319,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.4978726009297843,0.0,0.5833051039011884,0.6098682748579979,0.4171617112258319,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,36.0,36.0,0.0,26.0
Gangadharpur,395666,Odisha,Kendrapara,Rajkanika,276.0,276.0,56.0,74.0,20.732561028291748,86.71430466597997,41.465040848175235,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.4942033616456903,0.0,0.5776629800657831,0.6098682748579979,0.4146504084817524,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,37.0,37.0,0.0,26.0
Balibhanda,395654,Odisha,Kendrapara,Rajkanika,502.0,502.0,142.0,119.0,20.731725120381878,86.64493031132336,61.04732630565076,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.4946052454728033,0.8,0.5604721377722682,0.6098682748579979,0.6104732630565076,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,94.0,94.0,0.0,30.0
Madhupara,395677,Odisha,Kendrapara,Rajkanika,627.0,627.0,129.0,43.0,20.730407344072844,86.74882795948054,46.20308198550218,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6394989931151869,0.0,0.5928298677954651,0.6098682748579979,0.4620308198550218,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,22.0,22.0,0.0,28.0
Patuli,395636,Odisha,Kendrapara,Rajkanika,1210.0,1210.0,279.0,76.0,20.735859891352707,86.65969169666333,64.01159351019373,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.4274449171400836,1.0,0.5596352199532502,0.6098682748579979,0.6401159351019373,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,25.0
Mantapara,395678,Odisha,Kendrapara,Rajkanika,295.0,295.0,69.0,282.0,20.726814045538188,86.75940822607203,54.49979586570495,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6612429146326331,0.3,0.5986057171826399,0.6098682748579979,0.5449979586570495,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,141.0,141.0,0.0,27.0
Pratappur,395637,Odisha,Kendrapara,Rajkanika,577.0,577.0,122.0,23.0,20.73942155561367,86.65315288849766,63.40780937202207,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.4050446584061402,1.0,0.5623641649071164,0.6098682748579979,0.6340780937202207,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,30.0
Akhulipada,395671,Odisha,Kendrapara,Rajkanika,400.0,400.0,91.0,98.0,20.737915961667138,86.73107594820068,43.13720457961953,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.545176435367615,0.0,0.5833818408572451,0.6098682748579979,0.4313720457961953,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,49.0,49.0,0.0,33.0
Balarampur,395635,Odisha,Kendrapara,Rajkanika,1537.0,1537.0,324.0,170.0,20.739739211343,86.67011580830425,40.759707552525384,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.402753685159177,0.1,0.559189260023605,0.6098682748579979,0.4075970755252538,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,25.0
Baghabuda,395629,Odisha,Kendrapara,Rajkanika,1483.0,1483.0,338.0,83.0,20.742903048030605,86.70228057573115,45.97860484603811,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5674038447271599,0.1,0.5703649602825345,0.6098682748579979,0.4597860484603811,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,42.0,42.0,0.0,25.0
Govindpur,395803,Odisha,Kendrapara,Rajnagar,138.0,138.0,29.0,64.0,20.73766142448283,86.82229598657999,50.03291320564895,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6773066487550075,0.1,0.600653929833551,0.6098682748579979,0.5003291320564895,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,21.0,21.0,0.0,39.0
Safalanga,395634,Odisha,Kendrapara,Rajkanika,946.0,946.0,210.0,73.0,20.749074344781544,86.67258132225508,63.89810261845971,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.4221720059635593,1.0,0.561423077695719,0.6098682748579979,0.6389810261845971,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,30.0
Pegarapada,395639,Odisha,Kendrapara,Rajkanika,1533.0,1533.0,375.0,298.0,20.7525387535904,86.64962120865269,64.65013759501778,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.4418970107450033,1.0,0.5678344710203083,0.6098682748579979,0.6465013759501778,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,30.0
Nahuni,395638,Odisha,Kendrapara,Rajkanika,2034.0,2034.0,431.0,285.0,20.752144331638263,86.66104546958364,59.27262291580375,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.4305453838118178,0.8,0.5663558361715704,0.6098682748579979,0.5927262291580375,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,234.0,234.0,0.0,32.0
Achinta,395631,Odisha,Kendrapara,Rajkanika,0.0,0.0,0.0,52.0,20.74594705113415,86.69228573558513,50.100802030100496,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5416464776664849,0.3,0.56616168811784,0.6098682748579979,0.501008020301005,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,34.0
Domanda Kaema,395606,Odisha,Kendrapara,Rajkanika,423.0,423.0,83.0,240.0,20.769094811118585,86.64756369135867,44.01711948601285,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5806010047854289,0.0,0.5760689538116011,0.6098682748579979,0.4401711948601285,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,30.0
Nuagan,395608,Odisha,Kendrapara,Rajkanika,1755.0,1755.0,407.0,502.0,20.760160526341757,86.67789045589649,42.04789726249728,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5233803742753715,0.0,0.5659648214830474,0.6098682748579979,0.4204789726249728,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,26.0
Upulei Dia,395681,Odisha,Kendrapara,Rajkanika,0.0,0.0,0.0,95.0,20.732966007349287,86.78700869544599,47.65265009328546,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6778186789393157,0.0,0.6048289691178412,0.6098682748579979,0.4765265009328546,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,25.0,0.0,0.0,0.0,38.0
Sanataila,395632,Odisha,Kendrapara,Rajkanika,0.0,0.0,0.0,34.0,20.745531171557694,86.68556510161127,48.71717052372194,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.4979797087305266,0.3,0.5632165505858475,0.6098682748579979,0.4871717052372194,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,3.0,17.0,17.0,0.0,26.0
Nuagan,395686,Odisha,Kendrapara,Rajkanika,0.0,0.0,0.0,114.0,20.74048717924682,86.80395293031972,48.04772295960243,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6936775158755786,0.0,0.6016012794470048,0.6098682748579979,0.4804772295960243,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,23.0,88.0,88.0,0.0,37.0
Durgaprasad,395801,Odisha,Kendrapara,Rajnagar,45.0,45.0,8.0,11.0,20.74312629802998,86.84297346972374,50.41795385577687,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6973382171440923,0.1,0.5920176737717657,0.6098682748579979,0.5041795385577688,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,4.0,4.0,0.0,38.0
Ragadapatia,395800,Odisha,Kendrapara,Rajnagar,377.0,377.0,74.0,107.0,20.745510718517583,86.84444308727447,49.73968510485473,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6768872461790332,0.1,0.5894280888929513,0.6098682748579979,0.4973968510485473,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,54.0,54.0,0.0,37.0
Bankual,395799,Odisha,Kendrapara,Rajnagar,234.0,234.0,51.0,56.0,20.748170418040687,86.86027621466818,49.877395425093916,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6860096967175826,0.1,0.5839895610562595,0.6098682748579979,0.4987739542509392,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,28.0,28.0,0.0,50.0
Dangamal,395766,Odisha,Kendrapara,Rajnagar,1502.0,1502.0,339.0,195.0,20.75477786456797,86.85955015520109,65.69796968030344,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6313856157736057,0.8,0.5823614283974121,0.6098682748579979,0.6569796968030345,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,98.0,98.0,0.0,39.0
Trilochanpur,395765,Odisha,Kendrapara,Rajnagar,347.0,347.0,69.0,125.0,20.76619127964707,86.86016439338121,49.94801289129512,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6936815728614307,0.1,0.5776080083316899,0.6098682748579979,0.4994801289129512,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,62.0,62.0,0.0,38.0
Kamalpur,395764,Odisha,Kendrapara,Rajnagar,63.0,63.0,11.0,54.0,20.76274342498035,86.85498676756788,49.53527603781034,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6773093001374675,0.1,0.5807452614610547,0.6098682748579979,0.4953527603781034,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,18.0,18.0,0.0,37.0
Badhadia,395763,Odisha,Kendrapara,Rajnagar,1145.0,1145.0,239.0,84.0,20.75635669904841,86.84984311764869,66.31313916160885,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.649820055768662,0.8,0.5848468796555613,0.6098682748579979,0.6631313916160885,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,42.0,42.0,0.0,39.0
Laxmiprasad Dia,395687,Odisha,Kendrapara,Rajkanika,0.0,0.0,0.0,105.0,20.74821253577351,86.80555315637504,48.17123688010885,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.7013346077128191,0.0,0.5973533260625727,0.6098682748579979,0.4817123688010885,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,7.0,0.0,0.0,0.0,40.0
Asoka Dia,395688,Odisha,Kendrapara,Rajkanika,0.0,0.0,0.0,40.0,20.734225161554154,86.81405302836399,48.030894805759786,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.691287541638083,0.0,0.6037961223782936,0.6098682748579979,0.4803089480575979,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,30.0
Kanhupur,396072,Odisha,Kendrapara,Rajnagar,195.0,195.0,40.0,116.0,20.628773255227156,86.91838436178844,54.37621862282085,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6995621989221406,0.3,0.5556098783505831,0.5999552848196029,0.5437621862282085,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,35.0,35.0,0.0,54.0
Banipal,396067,Odisha,Kendrapara,Rajnagar,800.0,800.0,141.0,178.0,20.722683878016767,86.97148950211499,53.73658714154915,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6567209881200089,0.3,0.581434072062273,0.5999552848196029,0.5373658714154915,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,5.0,169.0,169.0,0.0,53.0
Rangani,395797,Odisha,Kendrapara,Rajnagar,824.0,824.0,164.0,164.0,20.72491334846274,86.92055404327121,48.09545114634704,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6504834692789585,0.1,0.5632736548634489,0.5999552848196029,0.4809545114634704,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,162.0,162.0,0.0,50.0
Narayanpur,395796,Odisha,Kendrapara,Rajnagar,211.0,211.0,45.0,66.0,20.713383292179863,86.91999261733008,71.7804359896952,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6891780556238325,1.0,0.564239544983527,0.5999552848196029,0.7178043598969521,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,64.0,64.0,0.0,48.0
Udyan,395784,Odisha,Kendrapara,Rajnagar,737.0,737.0,135.0,141.0,20.74905947910269,86.97151918951921,47.24684906266517,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.615630250617684,0.1,0.5711534339097036,0.5999552848196029,0.4724684906266517,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,5.0,135.0,135.0,0.0,74.0
Paramanandapur,395880,Odisha,Kendrapara,Rajnagar,0.0,0.0,0.0,28.0,20.61052567428426,86.89187731806636,75.44574968655976,P1,VERY HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.7124225957511567,1.0,0.5593568750685244,,0.7544574968655976,VERY HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,1.0,14.0,14.0,0.0,39.0
Mohanpur,395879,Odisha,Kendrapara,Rajnagar,0.0,0.0,0.0,84.0,20.614402472108164,86.89580596506644,75.0544674946069,P1,VERY HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.7020014113006423,1.0,0.5593412662666504,,0.750544674946069,VERY HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,38.0
Govindapur,395878,Odisha,Kendrapara,Rajnagar,0.0,0.0,0.0,166.0,20.619645707680668,86.90249362112101,43.49737678962447,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6941481255778985,0.0,0.5589383065745049,,0.4349737678962447,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,166.0,0.0,0.0,0.0,37.0
Dalei Sahi,395785,Odisha,Kendrapara,Rajnagar,527.0,527.0,103.0,146.0,20.735625719843195,86.9708164399537,45.37124587596238,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.548792248962662,0.1,0.5763349084276184,0.5999552848196029,0.4537124587596238,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,1.0,145.0,145.0,0.0,54.0
Ananta Keshari,395782,Odisha,Kendrapara,Rajnagar,463.0,463.0,100.0,103.0,20.7358847066744,86.98072695416998,52.33335130835466,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6122558019249214,0.3,0.5786628621685983,0.5999552848196029,0.5233335130835466,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,2.0,101.0,101.0,0.0,55.0
Ahirajpur,396063,Odisha,Kendrapara,Rajnagar,663.0,663.0,131.0,105.0,20.735294747223595,86.98995497778083,49.49276718753594,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6820071850401379,0.1,0.5813378375975897,0.5999552848196029,0.4949276718753594,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,80.0,80.0,0.0,56.0
Sir Rajendrapur,396065,Odisha,Kendrapara,Rajnagar,674.0,674.0,112.0,70.0,20.721378695154133,86.98131310254956,48.77949303821279,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6549246067296903,0.1,0.5853059655972008,0.5999552848196029,0.4877949303821279,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,1.0,0.0,0.0,0.0,54.0
Rabindrapalli,396070,Odisha,Kendrapara,Rajnagar,152.0,152.0,32.0,206.0,20.647523025044006,86.92724630374609,45.89928002290206,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6660112381331884,0.0,0.556793487300574,0.5999552848196029,0.4589928002290206,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,125.0,125.0,0.0,46.0
Krishnanagar,395770,Odisha,Kendrapara,Rajnagar,973.0,973.0,183.0,142.0,20.760389141866145,86.88836703055078,48.6877381955993,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6650329685144054,0.1,0.5695057377510033,0.5999552848196029,0.486877381955993,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,71.0,0.0,71.0,42.0
Khas Munda,395783,Odisha,Kendrapara,Rajnagar,894.0,894.0,166.0,169.0,20.749427618020086,86.97905001245998,48.76690014294542,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6655945292954171,0.1,0.571998342707634,0.5999552848196029,0.4876690014294542,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,4.0,159.0,159.0,0.0,68.0
Sailendra Sarai,395781,Odisha,Kendrapara,Rajnagar,915.0,915.0,174.0,80.0,20.74750537416099,86.9863441413045,49.912070488309936,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.7028528847911002,0.1,0.5730951299273952,0.5999552848196029,0.4991207048830994,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,6.0,69.0,69.0,0.0,69.0
Bhanja Prasad,395778,Odisha,Kendrapara,Rajnagar,276.0,276.0,48.0,53.0,20.765740653248113,86.97008144334508,49.307038829274404,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6907984745584403,0.1,0.5633591558451654,0.5999552848196029,0.493070388292744,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,53.0,53.0,0.0,38.0
Dantiapada,396071,Odisha,Kendrapara,Rajnagar,0.0,0.0,0.0,274.0,20.638997921350196,86.91417637592194,52.556631259451905,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6355246173172355,0.3,0.5596714817417112,0.5999552848196029,0.525566312594519,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,27.0,0.0,0.0,0.0,40.0
Keruapal,395786,Odisha,Kendrapara,Rajnagar,1026.0,1026.0,214.0,70.0,20.721857015666817,86.96177149495159,53.762110674463926,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6603214744799915,0.3,0.5781344297468847,0.5999552848196029,0.5376211067446393,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,3.0,67.0,67.0,0.0,52.0
Bagapatia Uttar,395827,Odisha,Kendrapara,Rajnagar,85.0,85.0,19.0,162.0,20.670147438539026,86.87813131484435,46.92932399248964,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6800465305167276,0.0,0.5811528952238302,0.5999552848196029,0.4692932399248964,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,107.0,107.0,0.0,35.0
Sourendrapur,395793,Odisha,Kendrapara,Rajnagar,526.0,526.0,107.0,154.0,20.731510954366534,86.94021046279188,51.33222467919385,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5885321425716938,0.3,0.5670861882260387,0.5999552848196029,0.5133222467919385,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,1.0,153.0,153.0,0.0,50.0
Pravati,396064,Odisha,Kendrapara,Rajnagar,630.0,630.0,111.0,86.0,20.72049183446705,86.9914167489825,49.56715661856117,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6782529284300121,0.1,0.5888185227707503,0.5999552848196029,0.4956715661856117,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,3.0,83.0,83.0,0.0,55.0
Harina Pokhari,395795,Odisha,Kendrapara,Rajnagar,400.0,400.0,86.0,110.0,20.7294513382416,86.93095793834438,51.55837949404788,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5987637110918151,0.3,0.5638544985960547,0.5999552848196029,0.5155837949404788,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,83.0,83.0,0.0,49.0
Magarkanda,395833,Odisha,Kendrapara,Rajnagar,1047.0,1047.0,205.0,269.0,20.6458037716603,86.90076708134842,54.14640898903453,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6824006960582778,0.3,0.567011296435766,0.5999552848196029,0.5414640898903453,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,2.0,2.0,0.0,47.0
Satavaya,396069,Odisha,Kendrapara,Rajnagar,1169.0,1169.0,255.0,299.0,20.640103729100623,86.93669576311989,46.9325739121553,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.699976226157889,0.0,0.5573672572410628,0.5999552848196029,0.469325739121553,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,73.0,73.0,0.0,45.0
