village,vlcode,coastal_hazard_score,flood_hazard_score,cyclone_hazard_score,rainfall_hazard_score,multi_hazard_score,multi_hazard_category,hazards_available,hazard_contribution
Damodarpur,395645,0.7115263180136018,0.0,0.577402772168143,0.6415983790260553,0.4861282642513274,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kothasahi,395653,0.5756130417981016,0.8,0.5594530513100882,0.6098682748579979,0.6345208303385521,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Panasaganda,395644,0.7043915793390394,1.0,0.577815598673295,0.6415983790260553,0.7340910492752467,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Badahalapada,395595,0.6428319126238042,1.0,0.5893465223334271,0.6415983790260553,0.7185058801757092,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Domanda Barha,395601,0.5942769163439512,0.0,0.5792769213774426,0.6098682748579979,0.4450759602191456,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sikdarpur,395597,0.6851232444054685,1.0,0.5909414232604131,0.6415983790260553,0.731592004941955,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Nuadia,395745,0.69190150806276,0.0,0.5809126677835104,0.6098682748579979,0.47477227433630514,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Balabhadraprasad,395917,0.6499688803618175,0.0,0.5702020156775325,0.6098682748579979,0.45951482299952795,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Parimakundapur,395713,0.681191733829078,0.8,0.551418451611654,0.6098682748579979,0.6641857880232366,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Tentulikoli,395726,0.5282975690552827,0.3,0.5985230552750196,0.6098682748579979,0.5050936895069393,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Manikhandi,395919,0.5934516618579344,0.3,0.5651712670574156,0.5378752947467564,0.5019033742710856,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Deulasahi,395655,0.5451745621507186,0.8,0.554865336085451,0.6098682748579979,0.6242423576381779,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Belpal,395925,0.6793525885979423,0.3,0.5567920891066584,0.6098682748579979,0.539977453827647,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Badaraja,395722,0.5030750945748241,0.0,0.5869620420731968,0.6098682748579979,0.419636693862346,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Barunadia,395706,0.6607763597425678,0.0,0.562027563483001,0.6098682748579979,0.46071345376512013,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bartani,395676,0.5488150838826724,0.3,0.5929626693196395,0.6098682748579979,0.5098588474663112,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Keshanagar,395704,0.6490921793752242,0.0,0.567826638228085,0.6098682748579979,0.45865796834118805,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Balikana,395924,0.5542366845001861,0.0,0.5562451506091072,0.5378752947467564,0.41290735195168393,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Nahulia,395698,0.41214900736862076,0.3,0.5841131021906253,0.6098682748579979,0.46664663272984214,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Keradagarh,395914,0.6611287833903619,0.0,0.5709873585917058,0.6098682748579979,0.4630591296366346,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bandhapatana,395927,0.6018893239990333,0.3,0.55640193334056,0.5378752947467564,0.5022423394842013,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Koranda,395721,0.5274597203614324,0.0,0.5833018076001135,0.6098682748579979,0.4260370229800577,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Pandurkoli,395747,0.6722961499370697,0.1,0.5937527109682269,0.6098682748579979,0.49710067769477717,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Meghapur,395725,0.4911433202069545,0.3,0.5918074948014402,0.6098682748579979,0.492268524734046,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Patarapur,395758,0.6276965906511351,0.1,0.5809205150119918,0.6098682748579979,0.48051276091993805,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Chhadesh,395657,0.5375434823573664,0.0,0.5586960816640949,0.6098682748579979,0.42291072009483316,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Baruna,395708,0.6290068363517611,0.8,0.5545075649011844,0.6098682748579979,0.6493025971024241,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sisua,395695,0.5011027464980284,0.1,0.5993385941252407,0.6098682748579979,0.44713912745231826,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Banidihapatna,395707,0.6526460545415753,0.0,0.5586031434683982,0.6098682748579979,0.45741825720117174,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Chalunia,395697,0.4520871102165773,0.3,0.5884721527504928,0.6098682748579979,0.47971782622419595,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Jaganathpursasan,395922,0.5517389037679958,0.3,0.5606115044939108,0.5378752947467564,0.48824960620322777,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Ostia,395928,0.641089321318618,0.3,0.5551980740784714,0.5378752947467564,0.5137013738645545,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Nagada,395929,0.6912966171511843,0.3,0.5530566705623301,0.5378752947467564,0.5282282117352891,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bhagabanpur,395923,0.5922266533670473,0.0,0.5629009053434779,0.5378752947467564,0.4259682812953349,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Maneidiha,395702,0.5218670299096213,1.0,0.5724999106730011,0.6098682748579979,0.6716587416127363,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Chandanpur,395915,0.6721434700063122,0.8,0.5782916687398547,0.6098682748579979,0.6681896131584569,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Nethuria,395858,0.3711475617629746,0.3,0.588454635864386,0.6098682748579979,0.4554315824665884,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Rajpur,395916,0.6597955376723681,0.3,0.5751056018178387,0.6098682748579979,0.5386887167277696,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sanolara,395921,0.5137836421027933,0.8,0.5580390196409346,0.5378752947467564,0.6012199064904229,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Madhupur,395918,0.6313456971151505,0.1,0.566440572622583,0.6098682748579979,0.47798750726179046,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Naladia,395930,0.6997750592361942,1.0,0.5518961760263088,0.6098682748579979,0.7198802167490351,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Jayakunda,395759,0.693311640731288,0.1,0.5845559679385491,0.6098682748579979,0.5011061391756233,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Achhutapur,395661,0.548407916320506,1.0,0.5650062537816661,0.6098682748579979,0.6777475933131679,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Makundapur,395662,0.5317496082907627,0.1,0.5687965471206081,0.6098682748579979,0.4486976742389804,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Pandiapali,395675,0.4735393421999041,0.3,0.5866648621490771,0.6098682748579979,0.48570167316884005,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Singidi,395748,0.6773148031325946,0.1,0.593108597981036,0.6098682748579979,0.4984452454066369,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Gangadharprasaddia,395746,0.6874626240422341,0.1,0.5861440132190703,0.6098682748579979,0.49974844548903735,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bansaria,395718,0.5368890960680608,0.3,0.5793272776015221,0.6098682748579979,0.5028722031923983,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Khandeita,395743,0.6127489503221443,0.3,0.5965933189495225,0.6098682748579979,0.5299466698056234,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Mahadeiadia,395744,0.6470477763379505,0.1,0.5904312292325858,0.6098682748579979,0.4886957951811312,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kothasahi,395701,0.4219892069365401,0.8,0.5786191390100247,0.6098682748579979,0.5932252018050678,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Gobanga,395719,0.6804717664358486,0.0,0.5762596692252112,0.6098682748579979,0.47018010220865697,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Ayatan,395723,0.5942461984104435,0.0,0.5872707572693165,0.6098682748579979,0.4470652038120618,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Rautabartani,395724,0.5798855060070109,0.1,0.5920926846469639,0.6098682748579979,0.4689624779354438,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Dalikaenda,395717,0.655764865370271,0.1,0.5714340919891243,0.6098682748579979,0.4865616375799619,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Siko,395720,0.6114755435161507,0.0,0.5822545540326969,0.6098682748579979,0.45097995653461903,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Badajoramuhan,395714,0.7043649194269259,0.0,0.5658293545976733,0.6098682748579979,0.47474046944909565,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Jharkata,395715,0.6600728146402965,0.1,0.5702721911630405,0.6098682748579979,0.48756354715444866,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Mangalapur,395716,0.6161352106678442,0.3,0.5728657106219626,0.6098682748579979,0.5250306458274435,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Nandimahara,395699,0.44134117571734144,0.3,0.5861449802994598,0.6098682748579979,0.47591225276166693,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Dasabhagaria,395703,0.5487708145543055,0.3,0.5753486640460306,0.6098682748579979,0.5054420653493988,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Joral,395696,0.44829368508824086,0.3,0.5934800233893842,0.6098682748579979,0.47983176634541785,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Giria,395700,0.46710952188763843,0.3,0.5809599556517979,0.6098682748579979,0.48234650045084054,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Baradia,395920,0.6219545793587482,0.3,0.5630180404518648,0.5378752947467564,0.5099159428699419,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Matia,395910,0.7175231924606096,0.1,0.566205652497626,0.5378752947467564,0.4893834298119406,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Pancheswar,395913,0.700067806449636,0.0,0.5713128098725264,0.6098682748579979,0.47482219937462194,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Belpaldia,395926,0.6876361363963412,0.3,0.5616025729501428,0.6098682748579979,0.5436651391280377,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sangrampur,395728,0.42934432820647794,0.0,0.6062611338750553,0.6098682748579979,0.4023422369023068,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Anantapur,395683,0.5945188196862292,0.3,0.6116330756628343,0.6098682748579979,0.5282375697931769,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bektakolha,395887,0.5676593573597605,0.8,0.5774142875683039,0.5378752947467564,0.6222264380493554,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Khunta,395732,0.4827882953815412,0.1,0.6218024151443264,0.6098682748579979,0.44726074737214355,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Khuntakana,395854,0.39984576818469486,0.3,0.5845284496355609,0.6098682748579979,0.4630594978358982,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Chakamanpur,395841,0.4755894718487505,0.1,0.594013785869234,0.6098682748579979,0.4381539429935332,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Jaganathpur,395857,0.3200384491834653,0.1,0.5921743655407278,0.6098682748579979,0.3910287811118211,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Amanapari,395861,0.29830564484381394,0.3,0.587897836354893,0.6098682748579979,0.433439807513467,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Paramanandpur,395804,0.6356613412343033,0.1,0.6094194845270728,0.6098682748579979,0.49002692847365875,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Jayanagar,395691,0.5195330766268611,0.1,0.6190348354346725,0.6098682748579979,0.45759228681832603,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Banabiharipur,395874,0.6352621078008156,0.8,0.5796030011620088,0.6098682748579979,0.6574530376023465,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kantapada,395694,0.5690007858861794,0.3,0.6003144108457844,0.6098682748579979,0.5177524934488995,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Hansua,395855,0.4004567111044258,0.3,0.5872923098367107,0.6098682748579979,0.46393374576210494,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kusunpur,395690,0.584851847518769,0.1,0.6127042295682132,0.6098682748579979,0.47560526661928354,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sankarnathpeta,395871,0.5803130498672179,0.8,0.5818347086502986,0.6098682748579979,0.6415262470943396,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Madhupur,395862,0.28175374255676067,0.1,0.5897181201456745,0.6098682748579979,0.37892930777504635,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Chandibaunsamula,395900,0.5106611740895122,0.3,0.5744817076633533,0.5378752947467564,0.4793938380920433,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Hansina,395856,0.41439973559281396,0.3,0.5913708935196438,0.6098682748579979,0.46913629902935466,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Rajbijaya Nagar,395822,0.6851142443485101,0.0,0.6000887533128278,0.6098682748579979,0.47753011660435957,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Baruna,395859,0.32685494778352353,0.8,0.589149994658291,0.6098682748579979,0.5673176379712294,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Adabhutia,395837,0.6780213264338626,0.1,0.5854377320013131,0.6098682748579979,0.4967394859020866,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Baunsakani,395864,0.31966509361439144,0.0,0.5847963280390345,0.6098682748579979,0.36407226506567564,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Rajrajeswaripur,395873,0.7040746333962524,0.0,0.5739502100532698,0.5378752947467564,0.4622850014815445,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Dholamara,395852,0.4890348149206276,0.3,0.5819311027742522,0.5378752947467564,0.4747682791191026,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bhitargarh,395899,0.4127190854976194,0.0,0.5794348307914544,0.5378752947467564,0.37624949229650073,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Badhinakolha,395894,0.3777474098131628,1.0,0.5815685194649027,0.5378752947467564,0.6162914117595258,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Dhamara,395756,0.5450114168283848,0.1,0.5916619878408171,0.6098682748579979,0.45839257698031927,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Purusottampur,395835,0.6095212753065593,0.1,0.5897390499622313,0.6098682748579979,0.47726480005412514,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Garadapur,395749,0.5987709775076746,0.0,0.5983273904338431,0.6098682748579979,0.4511867958323627,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bishnupara,395896,0.3635362169197588,0.8,0.5769116031869821,0.5378752947467564,0.5608638248220245,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Hariharpur,395886,0.6086170586741065,0.3,0.5739213082322603,0.5378752947467564,0.5086405036096483,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Padmanav Pur,395868,0.43374412329348955,0.1,0.5885486273787528,0.6098682748579979,0.42423404880433463,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kuhudi,395620,0.601142746085032,0.1,0.5858425871576589,0.6098682748579979,0.4737771255865239,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Koilipur,395736,0.3757019994272427,0.1,0.6128964736384319,0.6098682748579979,0.41290837320938034,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Madhupur,395815,0.4951568433141912,0.1,0.6142157641253176,0.6098682748579979,0.44907464899718635,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Balarampur,395845,0.31325209826054373,0.1,0.5968937798139813,0.6098682748579979,0.39017272940325803,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Badapal,395869,0.5151083544063919,0.1,0.583984730195487,0.6098682748579979,0.4475023438423889,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Katanabania,395752,0.6705117496289021,0.1,0.5929344654627007,0.6098682748579979,0.49636079622594537,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Loknathprasad,395850,0.48117664643757513,0.1,0.5852111359859138,0.6098682748579979,0.4376294328993506,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Jaganathprasad_ Dia,395733,0.5485347946881868,0.0,0.6211314626860126,0.6098682748579979,0.44181695904955876,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Biradia,395757,0.5704037740902002,0.1,0.5868654761113724,0.6098682748579979,0.4648111562265027,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Gothakolha,395849,0.48323582230115486,0.1,0.5901863565867727,0.6098682748579979,0.4394909908086392,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Handiagarh,395865,0.4234738303643628,1.0,0.5829185947943124,0.5378752947467564,0.6303468567572382,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Madarangapata,395750,0.5548837141814689,0.0,0.599478772245027,0.6098682748579979,0.438308462287297,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Singadapal,395872,0.6427719996885453,0.0,0.5766703789053329,0.5378752947467564,0.4445742535822481,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bimisnagar,395870,0.5641929999048287,0.0,0.5804632953843387,0.6098682748579979,0.4363473787891328,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Raulia,395692,0.5531050973978665,0.0,0.6121154136340892,0.6098682748579979,0.4409340375994818,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Junus Nagar,395836,0.5722309311226152,0.1,0.5914943996428681,0.6098682748579979,0.46651653421910116,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kandira,395860,0.3558981437707016,0.3,0.5840308352964123,0.6098682748579979,0.4497508069269131,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Silapokhari,395892,0.5020636304665346,1.0,0.5761747830188314,0.5378752947467564,0.6522378438440195,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Charipokharia,395893,0.42688955130376327,1.0,0.5761797786744438,0.5378752947467564,0.6296868690090912,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Jharkata,395904,0.5695552465383177,0.1,0.5770083974967856,0.5378752947467564,0.44769373228504294,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sribantapur,395839,0.5377758273703168,0.1,0.5874628771962648,0.6098682748579979,0.4551721224817608,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Panchu Palli,395817,0.42980457963970387,0.1,0.6112984025264023,0.6098682748579979,0.4287396294951113,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Khulari,395741,0.4930513765945674,0.0,0.6050371782299815,0.6098682748579979,0.4211483625074652,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Ajagar Patia,395824,0.6545154559121764,0.1,0.5922114460062278,0.6098682748579979,0.4913811532468094,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Padmanavpur,395816,0.38703218165020925,0.1,0.6120782549802903,0.6098682748579979,0.41610287321173495,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Trailokyapur,395729,0.511642754972752,0.0,0.6074177775091576,0.6098682748579979,0.42732092584071457,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Badapanka,395693,0.5928499218124781,0.0,0.6080819347513011,0.6098682748579979,0.45184911520316823,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Balarampur,395866,0.3879372806792595,0.1,0.5883882574336591,0.6098682748579979,0.4104519035337922,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bajapur,395753,0.6715544766303985,0.1,0.5905686647772146,0.6098682748579979,0.49608216415502276,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sana Gokhani,395821,0.6606085336553618,0.0,0.6059956520841561,0.6098682748579979,0.4716551280892471,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Balunga Patia,395825,0.6816111809575902,0.1,0.5909954033684719,0.6098682748579979,0.4992058601009946,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Nuagan Baragan,395863,0.33589018197086873,0.0,0.5888130287864143,0.6098682748579979,0.3699439667594638,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Sila Pokhari,395818,0.5192638355565384,0.3,0.6093161616989005,0.6098682748579979,0.5050818460632862,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Rajendranarayanpur,395805,0.6977229908184237,0.1,0.6039842342445967,0.6098682748579979,0.5072866107782759,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Jaduchandrapur,395903,0.5697703928916271,0.1,0.575138851414418,0.5378752947467564,0.44729088967044395,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Brahmanikholha,395895,0.3613707406812162,1.0,0.5799526168848916,0.5378752947467564,0.610974435374939,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kusunpur,395853,0.4507415113476678,0.1,0.5822470532256295,0.5378752947467564,0.41335927566005903,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Nalajodi,395867,0.4408396773600543,0.0,0.5847388010525529,0.6098682748579979,0.4004102584427541,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Gupti,395838,0.6840924843820546,0.1,0.582174309495509,0.6098682748579979,0.4977449776600932,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Daenigiri,395754,0.6106460650329064,0.0,0.5919230226915904,0.6098682748579979,0.45314823015436906,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Daruora,395846,0.36554626114447264,0.1,0.5970775883650885,0.6098682748579979,0.40590693040621345,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Jhadamala,395755,0.5244110503857329,0.1,0.595867039838785,0.6098682748579979,0.45326373004701564,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Ghadiamal,395844,0.33036892895410636,0.1,0.6021535188328356,0.6098682748579979,0.3966227133660404,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Bandhamala,395751,0.5059749793581628,0.1,0.6009843096723141,0.6098682748579979,0.44901222619712694,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Nuagan,395843,0.38778563162714935,0.0,0.6044065421631422,0.6098682748579979,0.3894109800005299,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Dibakarpur,395842,0.4598510101965936,0.1,0.6001765974842092,0.6098682748579979,0.4349731074016299,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Ghusuria,395738,0.4398066699740443,0.1,0.6060968131533842,0.6098682748579979,0.4304398592521589,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Charipokharia,395739,0.4984461184218524,1.0,0.6042195194637063,0.6098682748579979,0.672562370364082,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Biswanathpur,395742,0.5261853495855785,0.3,0.6025273845988472,0.6098682748579979,0.5054611059969849,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Iswarpur,395813,0.6591922401430235,0.1,0.6129144233104993,0.6098682748579979,0.4979599328421314,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Righa Garh,395812,0.6632545520417465,0.1,0.6135611718735074,0.6098682748579979,0.49934031355250036,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kujipur,395730,0.5112253026764954,0.0,0.6139631945239827,0.6098682748579979,0.42883204440554384,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Subhadraprasad Dia,395734,0.4019779613630263,0.1,0.6138960518353778,0.6098682748579979,0.4210410563393519,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Gharabhanjakola,395737,0.3988255072242952,0.1,0.6093613086967585,0.6098682748579979,0.41896163431307776,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Nuakhunta,395819,0.5783379525006651,0.0,0.6058901892670663,0.6098682748579979,0.44694758803856566,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Balabhadrapur,395823,0.5983746585976448,1.0,0.5998067994196403,0.6098682748579979,0.7014377524058032,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Gumura,395826,0.6675509761639968,0.1,0.5869730588099705,0.6098682748579979,0.4939822125232913,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Gajarajpur,395740,0.43647721796410277,0.3,0.6087679626043275,0.6098682748579979,0.4801088110119122,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Gobindakana,395735,0.40857821439851527,0.0,0.6180281701058035,0.6098682748579979,0.399054161817605,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Dighi,395814,0.5459004498033948,0.1,0.6167231229735,0.6098682748579979,0.46492457065599296,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Tarapada,395731,0.4172203410388125,0.3,0.6127250618837481,0.6098682748579979,0.4753210227541803,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Kantipokhari,395727,0.4445769779816091,0.0,0.6026558662223707,0.6098682748579979,0.40601071492167495,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Iswarpur,395682,0.6194561351428649,0.1,0.608232678191026,0.6098682748579979,0.48486866506221554,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Arjunpur,395840,0.5434274918888178,0.1,0.5898566940498344,0.6098682748579979,0.4574660760507035,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Taneipada,395679,0.6390594436758712,0.3,0.6056567049274804,0.6098682748579979,0.5401056643062311,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Pitanda,395820,0.5992743396304607,1.0,0.6108760910925779,0.6098682748579979,0.7044749796338824,HIGH,4,COASTAL + FLOOD + CYCLONE + RAINFALL
Nuagaon Satagan,395905,0.5956284322924823,0.0,0.5774216767038874,0.5378752947467564,0.43061900781306783,MODERATE,4,COASTAL + FLOOD + CYCLONE + RAINFALL
