village,vlcode,significant_cyclone_events,cyclones_within_50km,cyclones_within_100km,cyclones_within_200km,nearest_cyclone_distance_km,maximum_nearby_wind_kt,strongest_cyclone_event,strongest_cyclone_name,maximum_event_score,frequency_score,cyclone_hazard_score,cyclone_hazard_category
Hariabanka,397129,21,2,15,21,36.1353931183277,140.0,1999_7,,0.41867033368757783,1.0,0.5930692335813045,HIGH
Suniti Bena Kandha,397017,21,2,14,21,27.881621188748174,140.0,1999_7,,0.36351690495556577,1.0,0.554461833468896,LOW
Bana Pada,397016,21,2,14,21,24.51843436481905,140.0,1999_7,,0.34796705209955237,1.0,0.5435769364696866,LOW
Khamarsahi,395761,20,4,11,20,7.161845559365193,140.0,1984_4,,0.4120464285321304,1.0,0.5884324999724913,HIGH
Gobardhanpur,396025,20,2,14,20,18.75633068136807,140.0,1984_4,,0.3396428468000881,1.0,0.5377499927600616,LOW
Koilipur,396042,20,2,14,20,20.032841304673557,140.0,1984_4,,0.33249320967498097,1.0,0.5327452467724867,LOW
Rata Panga,397014,20,2,14,20,22.54217827364598,140.0,1999_7,,0.33563139675723697,1.0,0.5349419777300659,LOW
Bhatapara,395943,20,3,11,20,15.471183433163283,140.0,1984_4,,0.35875764216501765,1.0,0.5511303495155123,LOW
Maliabuda,395949,20,2,11,20,13.905699675984833,140.0,1984_4,,0.3682413129595088,1.0,0.5577689190716562,LOW
Jayapur,396024,20,2,14,20,17.990524911948704,140.0,1984_4,,0.3440056371842536,1.0,0.5408039460289775,LOW
Tarapada,395997,20,2,13,20,15.933306388090688,140.0,1984_4,,0.3560050869019242,1.0,0.5492035608313469,LOW
Badkota,396005,20,2,14,20,18.520686646825542,140.0,1984_4,,0.340979383151016,1.0,0.5386855682057112,LOW
Taradeipur,396040,20,2,14,20,21.908370182139524,140.0,1999_7,,0.32939860284094313,1.0,0.5305790219886601,LOW
Doligan,396998,20,2,14,20,25.34608246777988,140.0,1999_7,,0.3398061571178692,1.0,0.5378643099825084,LOW
Isani Palla,396032,20,2,14,20,22.732371623698523,140.0,1999_7,,0.3275505627455221,1.0,0.5292853939218655,LOW
Tetelenga,396027,20,2,14,20,19.532985938831235,140.0,1984_4,,0.3352747552574794,1.0,0.5346923286802355,LOW
Balarampur,396009,20,2,13,20,16.27789139523724,140.0,1984_4,,0.35396637981437634,1.0,0.5477764658700635,LOW
Praharajpur,396043,20,2,14,20,19.331970396672485,140.0,1984_4,,0.33639989624028493,1.0,0.5354799273681994,LOW
Arakhadiha,396006,20,2,14,20,17.83604002303859,140.0,1984_4,,0.34489250630403456,1.0,0.5414247544128241,LOW
Mangalpur,395909,20,3,11,20,11.505123727716041,140.0,1984_4,,0.38327320510566576,1.0,0.568291243573966,MODERATE
Garjang,397001,20,2,14,20,23.893293750385343,140.0,1999_7,,0.33701881749436585,1.0,0.5359131722460561,LOW
Odiasala,397012,21,2,14,21,22.787742463730233,140.0,1999_7,,0.33860312422475075,1.0,0.5370221869573255,LOW
Basantpur,396037,20,2,14,20,22.797551888281237,140.0,1999_7,,0.3323401707084913,1.0,0.5326381194959439,LOW
Inkiria,396038,20,2,14,20,22.078343774625402,140.0,1999_7,,0.32971971100682645,1.0,0.5308037977047785,LOW
Gankalu Para,396030,20,2,14,20,21.560868251181848,140.0,1999_7,,0.32468115308206147,1.0,0.527276807157443,LOW
Duttapur,396041,20,2,14,20,20.78894235635132,140.0,1984_4,,0.32832952506917107,1.0,0.5298306675484197,LOW
Kani,395950,20,2,11,20,13.564904590257623,140.0,1984_4,,0.37033884472166845,1.0,0.5592371913051679,LOW
Madhyapara,395939,20,3,11,20,16.137306124789017,140.0,1984_4,,0.35479672654274635,1.0,0.5483577085799224,LOW
Bandhapara,395938,20,3,12,20,17.111626976175934,140.0,1984_4,,0.3490818225643865,1.0,0.5443572757950705,LOW
Rajagarh,395948,20,3,11,20,12.912639717189492,140.0,1984_4,,0.3743867912931308,1.0,0.5620707539051915,MODERATE
Kusailo,395941,20,3,11,20,14.615998970185517,140.0,1984_4,,0.3639076561049267,1.0,0.5547353592734487,LOW
Badolara,395942,20,3,11,20,13.950815476361793,140.0,1984_4,,0.3679645253422403,1.0,0.5575751677395682,LOW
Nanjura,396999,20,2,14,20,24.70146736570438,140.0,1999_7,,0.33893898819507706,1.0,0.5372572917365539,LOW
Dhaneswarpur,396004,20,2,14,20,17.508958684869697,140.0,1984_4,,0.34677777197020304,1.0,0.5427444403791422,LOW
Baragudidanda,395946,20,2,11,20,14.062600581511909,140.0,1984_4,,0.3672796143448063,1.0,0.5570957300413644,LOW
Nurugan,395944,20,3,12,20,16.59774012530337,140.0,1984_4,,0.3520844720349253,1.0,0.5464591304244477,LOW
Barhapur,396039,20,2,14,20,21.12264353213469,140.0,1984_4,,0.32650852786139095,1.0,0.5285559695029737,LOW
Sanora,395999,20,2,12,20,15.714849621588549,140.0,1984_4,,0.3573036447927627,1.0,0.5501125513549339,LOW
Kanhua,395994,20,2,13,20,14.225968811509063,140.0,1984_4,,0.3662809442113976,1.0,0.5563966609479782,LOW
Benudharpur,395951,20,2,13,20,13.124442304519034,140.0,1984_4,,0.3730675196883025,1.0,0.5611472637818118,MODERATE
Kiajori,395945,20,3,11,20,14.871498026310862,140.0,1984_4,,0.36236131646673214,1.0,0.5536529215267125,LOW
Bhopal,397005,20,2,14,20,22.759681855489667,140.0,1999_7,,0.3342194498075904,1.0,0.5339536148653132,LOW
Mundatala Sahara Kani,397013,21,2,14,21,22.039830045796503,140.0,1999_7,,0.33399032443240023,1.0,0.5337932271026802,LOW
Santhapada,395933,20,3,11,20,16.4616660922983,140.0,1984_4,,0.35288387073847555,1.0,0.5470187095169329,LOW
Tangataila,395932,20,3,12,20,17.79095236121221,140.0,1984_4,,0.34515177698591887,1.0,0.5416062438901432,LOW
Badpalli,396033,20,2,12,20,23.56304133273306,140.0,1999_7,,0.33021780751343777,1.0,0.5311524652594064,LOW
Badmaricha Palli,396035,20,2,14,20,23.370459604730566,140.0,1999_7,,0.33247097122157093,1.0,0.5327296798550996,LOW
Katakana,395931,20,3,11,20,16.188683355140835,140.0,1984_4,,0.35449304869323106,1.0,0.5481451340852617,LOW
Barunipalla,396036,20,2,14,20,22.348069746288495,140.0,1999_7,,0.3278381506279014,1.0,0.5294867054395309,LOW
Sasana,397007,20,2,14,20,21.205330046250317,140.0,1999_7,,0.3286580955570965,1.0,0.5300606668899676,LOW
Tantiapal,396055,20,2,14,20,21.378670714486827,140.0,1999_7,,0.3279371654858328,1.0,0.5295560158400829,LOW
Bilakalupara,396029,20,2,14,20,20.957764569970227,140.0,1984_4,,0.3274070015779724,1.0,0.5291849011045806,LOW
Kankdia,396028,20,2,14,20,20.223424069443798,140.0,1984_4,,0.3314387606405254,1.0,0.5320071324483677,LOW
Badpal,396034,20,2,14,20,23.85673119293982,140.0,1999_7,,0.3326488200893638,1.0,0.5328541740625546,LOW
Mangarajpur,396007,20,2,14,20,17.11225438992648,140.0,1984_4,,0.34907817227121285,1.0,0.5443547205898489,LOW
Rajnagar,395998,20,2,12,20,16.186612655843565,140.0,1984_4,,0.354505283046124,1.0,0.5481536981322868,LOW
Chakibanka,395936,20,3,12,20,19.503960699151058,140.0,1984_4,,0.33543698499612545,1.0,0.5348058894972878,LOW
Guludia,395996,20,2,12,20,16.518735981712823,140.0,1984_4,,0.35254837959280383,1.0,0.5467838657149626,LOW
Baghua,395993,20,2,13,20,15.252776067787346,140.0,1984_4,,0.36006594376682655,1.0,0.5520461606367786,LOW
Garjanpur,396001,20,2,12,20,16.931252221040246,140.0,1984_4,,0.3501328273667525,1.0,0.5450929791567267,LOW
Firikidandi,395937,20,3,12,20,17.75233555676064,140.0,1984_4,,0.3453739928000863,1.0,0.5417617949600604,LOW
Sanabadagopalpur,396000,20,2,12,20,16.306724372495793,140.0,1984_4,,0.3537963222685355,1.0,0.5476574255879748,LOW
Mahinsasur,395995,20,2,13,20,14.952183338619253,140.0,1984_4,,0.36187435669449985,1.0,0.5533120496861499,LOW
Jharpada,395908,20,3,11,20,11.285889561403522,140.0,1984_4,,0.3846762097925842,1.0,0.5692733468548089,MODERATE
Khandeipara,395940,20,3,12,20,16.15411651231786,140.0,1984_4,,0.35469733595889597,1.0,0.5482881351712272,LOW
Baghataila,395952,20,2,11,20,12.356785253459835,140.0,1984_4,,0.3778713165974452,1.0,0.5645099216182117,MODERATE
Govindpur,395934,20,3,11,20,16.286494678373796,140.0,1984_4,,0.3539156289032277,1.0,0.5477409402322594,LOW
Dhandia,395947,20,3,11,20,13.318258204694962,140.0,1984_4,,0.37186435704901705,1.0,0.5603050499343118,LOW
Kshirkot,396026,20,2,14,20,18.764298922560943,140.0,1984_4,,0.3395977438597014,1.0,0.5377184207017909,LOW
Jagannathapur,396002,20,2,12,20,17.78531626280381,140.0,1984_4,,0.3451842003317535,1.0,0.5416289402322274,LOW
Sukdevpur,396008,20,2,14,20,16.413465677535356,140.0,1984_4,,0.3531674704523014,1.0,0.547217229316611,LOW
Tamulia,397008,20,2,14,20,20.483367729109908,140.0,1984_4,,0.33000594324003474,1.0,0.5310041602680243,LOW
Tamulia,396003,20,2,12,20,17.714511003354946,140.0,1984_4,,0.3455917883936423,1.0,0.5419142518755495,LOW
Dakhinadandi,395935,20,3,12,20,17.642921807595847,140.0,1984_4,,0.34600437845615195,1.0,0.5422030649193064,LOW
Singar Pur,397006,20,2,14,20,20.594900654789548,140.0,1984_4,,0.3293930709061968,1.0,0.5305751496343377,LOW
Keradasahi,396031,20,2,14,20,22.125104573196865,140.0,1999_7,,0.32513587556847157,1.0,0.52759511289793,LOW
Padini,395911,20,3,11,20,12.651939092990883,140.0,1984_4,,0.3760170449659341,1.0,0.5632119314761539,MODERATE
Chandrasekhar,395964,20,2,13,20,11.896366100044546,140.0,1984_4,,0.3807821237701466,1.0,0.5665474866391026,MODERATE
Junapangara,395970,20,2,13,20,12.298239849229434,140.0,1984_4,,0.3782402070247912,1.0,0.5647681449173538,MODERATE
Bindhanaukana,396044,20,2,14,20,18.49487342928699,140.0,1984_4,,0.3411261109612842,1.0,0.5387882776728989,LOW
Gopalpur,395885,20,2,13,20,10.693711456515182,140.0,1984_4,,0.38849162099443124,1.0,0.5719441346961018,MODERATE
Baro,397010,21,2,14,21,21.361018273761058,140.0,1999_7,,0.33127263185017936,1.0,0.5318908422951255,LOW
Khandiora,395981,20,2,13,20,13.122131177000364,140.0,1984_4,,0.3730818900752503,1.0,0.5611573230526752,MODERATE
Junapanga,396019,20,2,13,20,16.673709105978038,140.0,1984_4,,0.35163896249445903,1.0,0.5461472737461213,LOW
Chakradharpur,396010,20,2,13,20,15.887916505054909,140.0,1984_4,,0.3562745059508117,1.0,0.5493921541655682,LOW
Nathapur,395961,20,2,13,20,12.595731578649435,140.0,1984_4,,0.3763694597339383,1.0,0.5634586218137567,MODERATE
Nodhabasanta,395962,20,2,13,20,12.62709340483172,140.0,1984_4,,0.3761727839130821,1.0,0.5633209487391575,MODERATE
Badanaukana,396023,20,2,14,20,17.748269223114157,140.0,1984_4,,0.34539740035806094,1.0,0.5417781802506426,LOW
Manapara,395956,20,2,13,20,12.95222589358693,140.0,1984_4,,0.37413986373372066,1.0,0.5618979046136044,MODERATE
Bandhapur,396051,20,2,14,20,17.655010823056866,140.0,1984_4,,0.3459346712741355,1.0,0.5421542698918949,LOW
Endulapur,395986,20,2,13,20,14.999977210810306,140.0,1984_4,,0.36158621519216894,1.0,0.5531103506345183,LOW
Sendhakani,395968,20,2,13,20,11.230657871759563,140.0,1984_4,,0.3850304781084264,1.0,0.5695213346758985,MODERATE
Hatiagadi,395954,20,2,11,20,11.57214979550466,140.0,1984_4,,0.3828452892323692,1.0,0.5679917024626584,MODERATE
Kanafulia,395977,20,2,13,20,11.743539718443856,140.0,1984_4,,0.38175325259855103,1.0,0.5672272768189857,MODERATE
Jhinkiria,395958,20,2,13,20,12.096256748667345,140.0,1984_4,,0.37951565480730154,1.0,0.5656609583651111,MODERATE
Badhi,395972,20,2,13,20,12.116920134036205,140.0,1984_4,,0.37938497600699983,1.0,0.5655694832048999,MODERATE
Prasanpur,396013,20,2,13,20,16.199400441772717,140.0,1984_4,,0.3544297354692895,1.0,0.5481008148285027,LOW
Brahmansahi,396022,20,2,13,20,17.01505942802935,140.0,1984_4,,0.34964410785907174,1.0,0.5447508755013502,LOW
Kandhamara,396012,20,2,13,20,15.581230842465052,140.0,1984_4,,0.35810023941010255,1.0,0.5506701675870718,LOW
Penth,396021,20,2,13,20,16.682043722804963,140.0,1984_4,,0.35159011962002945,1.0,0.5461130837340206,LOW
Gokhani,395971,20,2,13,20,13.1988340561497,140.0,1984_4,,0.3726052538827773,1.0,0.5608236777179441,LOW
Chinchiri,395982,20,2,13,20,13.251041308086858,140.0,1984_4,,0.3722811832874744,1.0,0.560596828301232,LOW
Paripangara,395963,20,2,13,20,13.149048139325995,140.0,1984_4,,0.37291455709252774,1.0,0.5610401899647695,MODERATE
Narangarh,395884,20,2,13,20,11.246986461566692,140.0,1984_4,,0.3849257089528398,1.0,0.5694479962669878,MODERATE
Kanakapur,395978,20,2,13,20,11.751169090588196,140.0,1984_4,,0.38170471339079065,1.0,0.5671932993735535,MODERATE
Bahargarh,395898,20,2,13,20,10.4941221534231,140.0,1984_4,,0.38978608567649176,1.0,0.5728502599735442,MODERATE
Velsari,396047,20,2,14,20,18.25552719615632,140.0,1984_4,,0.3424896162299363,1.0,0.5397427313609554,LOW
Joginatha,396074,20,2,14,20,20.110706923287008,140.0,1984_4,,0.33206199305247525,1.0,0.5324433951367327,LOW
Badkuji,395985,20,2,13,20,14.780249519075802,140.0,1984_4,,0.36291281787789637,1.0,0.5540389725145274,LOW
Gahmasikhar,395983,20,2,13,20,13.43955078321114,140.0,1984_4,,0.37111337659565014,1.0,0.559779363616955,LOW
Pokharia,395957,20,2,13,20,12.743045085915018,140.0,1984_4,,0.3754465214558428,1.0,0.5628125650190899,MODERATE
Mahulia,395953,20,2,13,20,12.247671892537866,140.0,1984_4,,0.3785591219700206,1.0,0.5649913853790144,MODERATE
Guhalkani,395959,20,2,13,20,11.333006110109093,140.0,1984_4,,0.3843742514454849,1.0,0.5690619760118394,MODERATE
Sundripal,396073,20,2,14,20,19.458694425863534,140.0,1984_4,,0.3356901468521252,1.0,0.5349831027964876,LOW
Kathapangara,395973,20,2,13,20,12.089313129822264,140.0,1984_4,,0.37955957754965436,1.0,0.565691704284758,MODERATE
Krishnapriyapur,395882,20,2,13,20,11.003074208785625,140.0,1984_4,,0.3864936954999692,1.0,0.5705455868499785,MODERATE
Lunia,396011,20,2,13,20,16.01703095036681,140.0,1984_4,,0.3555086605070158,1.0,0.548856062354911,LOW
Tiara,395992,20,2,13,20,14.531495662066659,140.0,1984_4,,0.36442054053691936,1.0,0.5550943783758435,LOW
Dhagua,395991,20,2,13,20,14.107068749409672,140.0,1984_4,,0.3670075109974707,1.0,0.5569052576982294,LOW
Bhadia,395901,20,2,13,20,11.010484777020048,140.0,1984_4,,0.3864459628160378,1.0,0.5705121739712264,MODERATE
Khamarsahi,395955,20,2,13,20,11.963248765026504,140.0,1984_4,,0.38035789820495675,1.0,0.5662505287434697,MODERATE
Kathuaganda,395979,20,2,13,20,12.355782534093983,140.0,1984_4,,0.3778776316316626,1.0,0.5645143421421638,MODERATE
Hatina,395988,20,2,13,20,14.516629959228078,140.0,1984_4,,0.3645108411807102,1.0,0.5551575888264971,LOW
Kaitha,395984,20,2,13,20,14.498610051854836,140.0,1984_4,,0.3646203318148899,1.0,0.5552342322704229,LOW
Dera,395987,20,2,13,20,13.813285884498184,140.0,1984_4,,0.3688089262399674,1.0,0.5581662483679772,LOW
Mugakani,395989,20,2,13,20,13.314601670723805,140.0,1984_4,,0.3718870199838118,1.0,0.5603209139886682,LOW
Pachimaveda,395960,20,2,13,20,11.261519309952956,140.0,1984_4,,0.3848324857938094,1.0,0.5693827400556666,MODERATE
Kurunti,395990,20,2,13,20,14.390092631530603,140.0,1984_4,,0.36528038949637504,1.0,0.5556962726474626,LOW
Chardia,395902,20,2,11,20,10.884091167846638,140.0,1984_4,,0.38726089253042256,1.0,0.5710826247712958,MODERATE
Nuagan,395980,20,2,13,20,12.655415688736628,140.0,1984_4,,0.37599525794283145,1.0,0.563196680559982,MODERATE
Maliparida,395965,20,2,13,20,11.096595379690191,140.0,1984_4,,0.3858917423673482,1.0,0.5701242196571437,MODERATE
Dhobeigarh,395974,20,2,13,20,11.145747467106894,140.0,1984_4,,0.38557574873866995,1.0,0.569903024117069,MODERATE
Nachhipara,395976,20,2,13,20,11.653806586432008,140.0,1984_4,,0.3823246116575608,1.0,0.5676272281602925,MODERATE
Gadadharpur,395890,20,2,13,20,10.472569192042654,140.0,1984_4,,0.38992612823527173,1.0,0.5729482897646903,MODERATE
Laxminarayanpur,395897,20,2,13,20,10.331692532426318,140.0,1984_4,,0.3908427287183497,1.0,0.5735899101028448,MODERATE
Paunsiapal,397011,21,2,14,21,22.090090349367983,140.0,1999_7,,0.3349061343197832,1.0,0.5344342940238482,LOW
Ambaora,395891,20,2,13,20,10.28280123468452,140.0,1984_4,,0.3911613386481612,1.0,0.5738129370537128,MODERATE
Kanhupur,396050,21,2,14,21,19.276421363344966,140.0,1984_4,,0.33671148527273537,1.0,0.5356980396909148,LOW
Nuapokhari,395969,20,2,13,20,12.111211125198464,140.0,1984_4,,0.3794210762607937,1.0,0.5655947533825556,MODERATE
Chittakolha,396014,20,2,13,20,15.783847827210094,140.0,1984_4,,0.3568929924510946,1.0,0.5498250947157662,LOW
Sankuji,396015,20,2,13,20,15.628960338333203,140.0,1984_4,,0.3578154869525905,1.0,0.5504708408668133,LOW
Bhatasahi,395967,20,2,13,20,11.513217743580364,140.0,1984_4,,0.3832215049362192,1.0,0.5682550534553534,MODERATE
Ogalasendha,395966,20,2,13,20,10.740075623499267,140.0,1984_4,,0.38819153544637225,1.0,0.5717340748124605,MODERATE
Chakulidiha,397009,21,2,14,21,20.83313188245605,140.0,1984_4,,0.3280878019916827,1.0,0.5296614613941779,LOW
Kadalichua,396046,20,2,14,20,20.047041198550204,140.0,1984_4,,0.33241452951422945,1.0,0.5326901706599606,LOW
Akarapara,396045,20,2,14,20,19.097894750333804,140.0,1984_4,,0.33771484326715084,1.0,0.5364003902870056,LOW
Charapada,395648,20,4,10,20,24.39010493896637,140.0,1982_2,,0.38359109005518666,1.0,0.5685137630386305,MODERATE
Kharakhara,396105,20,4,10,20,20.595474079709142,140.0,1982_2,,0.36243029624006384,1.0,0.5537012073680447,LOW
Ujanga,395652,20,4,10,20,18.143657880954546,140.0,1982_2,,0.36929710906646573,1.0,0.5585079763465259,LOW
Mirzapur,395709,20,4,10,20,17.09701419887524,140.0,1982_2,,0.3609618608531087,1.0,0.5526733025971761,LOW
Namatara,395649,20,4,10,20,21.913071286394022,140.0,1982_2,,0.38031976843388415,1.0,0.5662238379037189,MODERATE
Deulatara,395650,20,4,10,20,20.840504698873612,140.0,1982_2,,0.37983146700073506,1.0,0.5658820269005145,MODERATE
Muradpur,395651,20,4,10,20,20.011909094966303,140.0,1982_2,,0.3778844346576156,1.0,0.5645191042603309,MODERATE
Habalaganda,395711,20,4,10,20,18.463226381394442,140.0,1982_2,,0.3586014008483557,1.0,0.551020980593849,LOW
Gopinathapur,395643,20,4,10,20,23.493749612021816,140.0,1982_2,,0.4015356610480643,1.0,0.581074962733645,HIGH
Parinuapada,395712,20,4,10,20,16.558275012979266,140.0,1982_2,,0.355068692748974,1.0,0.5485480849242818,LOW
Bharigada,395705,20,4,11,20,12.23348401901482,140.0,1984_4,,0.37864864837023887,1.0,0.5650540538591672,MODERATE
Dakhinaveda,395907,20,3,11,20,10.500161326998175,140.0,1984_4,,0.3897468545537454,1.0,0.5728227981876217,MODERATE
Abdulpur,395647,20,4,10,20,24.27937362080594,140.0,1982_2,,0.3901109061760205,1.0,0.5730776343232143,MODERATE
Mahamadpur,395592,19,4,9,19,26.36867385504602,140.0,1982_2,,0.4032006169735255,1.0,0.5822404318814678,HIGH
Hatasahi,395642,20,4,10,20,21.69692952041404,140.0,1982_2,,0.3970203211198808,1.0,0.5779142247839165,HIGH
Sihopada,395641,20,4,10,20,18.101937799331285,140.0,1982_2,,0.38032309687188465,1.0,0.5662261678103192,MODERATE
Kanapur Kaema,395603,20,4,10,20,19.915017712556388,140.0,1982_2,,0.4138853730118274,1.0,0.5897197611082792,HIGH
Padhanpada,395594,19,4,10,19,25.137351819128124,140.0,1982_2,,0.4043317574165786,1.0,0.583032230191605,HIGH
Batarapada,395598,20,4,10,20,21.91887819790483,140.0,1982_2,,0.40796231882638406,1.0,0.5855736231784688,HIGH
Bhamanda,395600,20,4,10,20,19.838833490079292,140.0,1982_2,,0.39793528476515205,1.0,0.5785546993356063,HIGH
Kanapur Barha,395602,20,4,10,20,19.762917112148138,140.0,1982_2,,0.4087251073064686,1.0,0.5861075751145279,HIGH
Ahamadpur,395646,20,4,10,20,24.276567377655095,140.0,1982_2,,0.3942854509560707,1.0,0.5759998156692494,MODERATE
Fazilpur,395593,19,4,9,19,26.317862710261046,140.0,1982_2,,0.40707176548934787,1.0,0.5849502358425435,HIGH
Sanahalapada,395596,19,4,10,19,24.838797501812973,140.0,1982_2,,0.4180801172705984,1.0,0.5926560820894189,HIGH
Agapada,395640,20,4,10,20,17.56166557031728,140.0,1982_2,,0.38667954421356904,1.0,0.5706756809494983,MODERATE
Gahamapal,395599,20,4,10,20,20.852612836117583,140.0,1982_2,,0.40877741595803985,1.0,0.5861441911706279,HIGH
Damodarpur,395645,19,4,9,19,25.84460079624103,140.0,1982_2,,0.3962896745259186,1.0,0.577402772168143,MODERATE
Kothasahi,395653,20,4,10,20,16.928418541132732,140.0,1982_2,,0.3706472161572689,1.0,0.5594530513100882,LOW
Panasaganda,395644,19,4,9,19,26.31262133592933,140.0,1982_2,,0.3968794266761358,1.0,0.577815598673295,HIGH
Badahalapada,395595,19,4,10,19,24.618792916179796,140.0,1982_2,,0.41335217476203867,1.0,0.5893465223334271,HIGH
Domanda Barha,395601,20,4,10,20,18.796871453455353,140.0,1982_2,,0.39896703053920374,1.0,0.5792769213774426,HIGH
Sikdarpur,395597,19,4,10,19,23.071350056940005,140.0,1982_2,,0.415630604657733,1.0,0.5909414232604131,HIGH
Nuadia,395745,20,3,11,20,8.74688112644856,140.0,1984_4,,0.4013038111193005,1.0,0.5809126677835104,HIGH
Balabhadraprasad,395917,20,3,11,20,11.079317813100467,140.0,1984_4,,0.3860028795393322,1.0,0.5702020156775325,MODERATE
Parimakundapur,395713,20,4,10,20,15.402389606082457,140.0,1984_4,,0.3591692165880772,1.0,0.551418451611654,LOW
Tentulikoli,395726,20,3,11,20,5.0986809226481435,140.0,1984_4,,0.42646150753574225,1.0,0.5985230552750196,VERY HIGH
Manikhandi,395919,20,3,11,20,12.206956459005767,140.0,1984_4,,0.3788160957963081,1.0,0.5651712670574156,MODERATE
Deulasahi,395655,20,4,10,20,15.463575326452009,140.0,1982_2,,0.36409333726493004,1.0,0.554865336085451,LOW
Belpal,395925,20,3,11,20,14.133504998871906,140.0,1984_4,,0.3668458415809407,1.0,0.5567920891066584,LOW
Badaraja,395722,20,4,11,20,7.46851397409612,140.0,1984_4,,0.4099457743902812,1.0,0.5869620420731968,HIGH
Barunadia,395706,20,4,10,20,12.922528798116957,140.0,1984_4,,0.3743250906900014,1.0,0.562027563483001,MODERATE
Bartani,395676,20,4,11,20,6.226799393712754,140.0,1984_4,,0.41851809902805637,1.0,0.5929626693196395,HIGH
Keshanagar,395704,20,4,11,20,11.609117004857508,140.0,1984_4,,0.3826094831829785,1.0,0.567826638228085,MODERATE
Balikana,395924,20,3,11,20,14.26143459050724,140.0,1984_4,,0.36606450087015313,1.0,0.5562451506091072,LOW
Nahulia,395698,20,4,11,20,8.067166577867457,140.0,1984_4,,0.40587586027232186,1.0,0.5841131021906253,HIGH
Keradagarh,395914,20,3,11,20,10.90518058806793,140.0,1984_4,,0.38712479798815114,1.0,0.5709873585917058,MODERATE
Bandhapatana,395927,20,3,11,20,14.224735018911213,140.0,1984_4,,0.3662884762008,1.0,0.55640193334056,LOW
Koranda,395721,20,4,11,20,8.23874369987199,140.0,1984_4,,0.4047168680001622,1.0,0.5833018076001135,HIGH
Pandurkoli,395747,20,3,11,20,6.06521328515685,140.0,1984_4,,0.41964672995460994,1.0,0.5937527109682269,HIGH
Meghapur,395725,20,4,11,20,6.4638517110242635,140.0,1984_4,,0.41686784971634333,1.0,0.5918074948014402,HIGH
Patarapur,395758,20,3,11,20,8.745205064146303,140.0,1984_4,,0.4013150214457027,1.0,0.5809205150119918,HIGH
Chhadesh,395657,20,4,10,20,13.690274370386485,140.0,1984_4,,0.36956583094870704,1.0,0.5586960816640949,LOW
Baruna,395708,20,4,10,20,14.669677333098937,140.0,1984_4,,0.3635822355731205,1.0,0.5545075649011844,LOW
Sisua,395695,20,4,11,20,4.934989669286567,140.0,1984_4,,0.42762656303605817,1.0,0.5993385941252407,VERY HIGH
Banidihapatna,395707,20,4,10,20,13.711833620935803,140.0,1984_4,,0.3694330620977117,1.0,0.5586031434683982,LOW
Chalunia,395697,20,4,11,20,7.15359751812438,140.0,1984_4,,0.41210307535784685,1.0,0.5884721527504928,HIGH
Jaganathpursasan,395922,20,3,11,20,13.247662346141883,140.0,1984_4,,0.3723021492770155,1.0,0.5606115044939108,LOW
Ostia,395928,20,3,11,20,14.507110656121956,140.0,1984_4,,0.3645686772549593,1.0,0.5551980740784714,LOW
Nagada,395929,20,3,11,20,15.012703462061303,140.0,1984_4,,0.36150952937475733,1.0,0.5530566705623301,LOW
Bhagabanpur,395923,20,3,11,20,12.722880415188525,140.0,1984_4,,0.3755727219192542,1.0,0.5629009053434779,MODERATE
Maneidiha,395702,20,4,11,20,10.571213761919582,140.0,1984_4,,0.38928558667571583,1.0,0.5724999106730011,MODERATE
Chandanpur,395915,20,3,11,20,9.309327030141112,140.0,1984_4,,0.39755952677122114,1.0,0.5782916687398547,HIGH
Nethuria,395858,20,3,11,20,7.157241006994969,140.0,1984_4,,0.41207805123483715,1.0,0.588454635864386,HIGH
Rajpur,395916,20,3,11,20,10.000209105870745,140.0,1984_4,,0.3930080025969123,1.0,0.5751056018178387,MODERATE
Sanolara,395921,20,3,11,20,13.842862195513272,140.0,1984_4,,0.36862717091562086,1.0,0.5580390196409346,LOW
Madhupur,395918,20,3,11,20,11.920437337535686,140.0,1984_4,,0.38062938946083286,1.0,0.566440572622583,MODERATE
Naladia,395930,20,3,11,20,15.288490776551377,140.0,1984_4,,0.3598516800375841,1.0,0.5518961760263088,LOW
Jayakunda,395759,20,3,11,20,7.973713454977236,140.0,1984_4,,0.4065085256264988,1.0,0.5845559679385491,HIGH
Achhutapur,395661,20,4,10,20,12.244305446752369,140.0,1984_4,,0.37858036254523736,1.0,0.5650062537816661,MODERATE
Makundapur,395662,20,4,11,20,11.39222515780196,140.0,1984_4,,0.38399506731515454,1.0,0.5687965471206081,MODERATE
Pandiapali,395675,20,4,11,20,7.530682595934424,140.0,1984_4,,0.40952123164153875,1.0,0.5866648621490771,HIGH
Singidi,395748,20,3,11,20,6.196920024587317,140.0,1984_4,,0.41872656854433726,1.0,0.593108597981036,HIGH
Gangadharprasaddia,395746,20,3,11,20,7.639797331257464,140.0,1984_4,,0.40877716174152906,1.0,0.5861440132190703,HIGH
Bansaria,395718,20,4,11,20,9.086462998895385,140.0,1984_4,,0.3990389680021745,1.0,0.5793272776015221,HIGH
Khandeita,395743,20,3,11,20,5.487796700182557,140.0,1984_4,,0.42370474135646075,1.0,0.5965933189495225,VERY HIGH
Mahadeiadia,395744,20,3,11,20,6.747501988875744,140.0,1984_4,,0.4149017560465513,1.0,0.5904312292325858,HIGH
