slide_no,district,latitude,longitude,location,movement_type,history,source_page,source_text
KER/WYN/49M14/2019/23,Wayanad,11.735759,75.887591,,debris flow,,392,"KER/WYN/49M14/2019/23 Kerala Wayanad Makkiyad Near forest station Forest station road 11.735759 75.887591 Debris Flow 9th August 2019, Night 16091"
KER/WYN/49M14/2019/24,Wayanad,11.735509,75.89216,,debris flow,,392,"KER/WYN/49M14/2019/24 Kerala Wayanad Makkiyad, Manikallu Forest station road 11.735509 75.89216 Debris Flow 9th August 2019 16092"
KER/WYN/49M14/2019/25,Wayanad,11.740403,75.879916,,debris slide,,392,"KER/WYN/49M14/2019/25 Kerala Wayanad Korome Ratakolli road 11.740403 75.879916 Debris Slide 8th August 2019, 17.15 hrs 16093"
KER/WYN/58A2/2019/01,Wayanad,11.62846,76.114012,,debris flow,,392,"KER/WYN/58A2/2019/01 Kerala Wayanad Pazhashi Colony Pazhashi Colony Road 11.62846 76.114012 Debris Flow 8th August 2019, 15.15 hrs 16069"
KER/WYN/58A2/2019/02,Wayanad,11.629487,76.112641,,debris flow,,392,"KER/WYN/58A2/2019/02 Kerala Wayanad Pazhashi Colony Muttickal - Pazhashi Colony Road 11.629487 76.112641 Debris Flow 8th August 2019, 15.30 hrs 16070"
KER/WYN/58A2/2019/03,Wayanad,11.620398,76.120126,,debris flow,,392,"KER/WYN/58A2/2019/03 Kerala Wayanad Muttilmala, Mandad Mandad Quarry Road 11.620398 76.120126 Debris Flow 8th August 2019, 15.30 hrs 16071"
KER/WYN/58A2/2019/19,Wayanad,11.534747,76.033502,,soil slide,,392,"KER/WYN/58A2/2019/19 Kerala Wayanad Thalipuzha Thamrasseri - Kalpetta road 11.534747 76.033502 Soil Slide 9th August 2019, 20.00 hrs 16087"
KER/WYN/58A2/2019/27,Wayanad,11.621404,76.236822,,debris flow,,392,"KER/WYN/58A2/2019/27 Kerala Wayanad Ambukuthi 19 Ambukuthi 19 colony road 11.621404 76.236822 Debris Flow 8th August 2019, Night 16095"
KER/WYN/58A2/2019/28,Wayanad,11.620085,76.234551,,debris slide,,392,"KER/WYN/58A2/2019/28 Kerala Wayanad Ambukuthi 19 Ambukuthi 19 colony road 11.620085 76.234551 Debris Slide 8th August 2019, Night 16096"
KER/WYN/58A2/2019/29,Wayanad,11.636461,76.199797,,debris slide,,392,"KER/WYN/58A2/2019/29 Kerala Wayanad Aaratupara Meenangadi - Ambalavayal road 11.636461 76.199797 Debris Slide 8th August 2019, 17.00 hrs. 16097"
KER/WYN/58A2/2019/30,Wayanad,11.636456,76.201071,,debris slide,,392,"KER/WYN/58A2/2019/30 Kerala Wayanad Aaratupara Aarattupara - Meenangadi road 11.636456 76.201071 Debris Slide 8th August 2019, 17.00 hrs. 16098"
KER/WYN/58A2/2019/31,Wayanad,11.631254,76.233967,,debris flow,,392,"KER/WYN/58A2/2019/31 Kerala Wayanad Ponmudikotta Kuppakolli - Ponmudikotta road 11.631254 76.233967 Debris Flow 8th August 2019, Night 16099"
KER/WYN/58A2/2019/32,Wayanad,11.63027,76.233569,,debris slide,,392,"KER/WYN/58A2/2019/32 Kerala Wayanad Edackal Cave Edackal Cave road 11.63027 76.233569 Debris Slide 8th August 2019, 16.30 hrs 16100"
KER/WYN/58A2/2019/33,Wayanad,11.631168,76.232848,,debris flow,,392,KER/WYN/58A2/2019/33 Kerala Wayanad Edackal - 11.631168 76.232848 Debris Flow 8th August 2019 16101
KER/WYN/58A2/2019/34,Wayanad,11.507432,76.13507,"Mundakai, Meppadi",debris flow,,392,KER/WYN/58A2/2019/34 Kerala Wayanad Mundakai Meppadi - Pthumala road 11.507432 76.13507 Debris Flow 8th August 2019 16102
KER/WYN/58A2/2019/35,Wayanad,11.505738,76.135943,,debris slide,,392,KER/WYN/58A2/2019/35 Kerala Wayanad Harrisons Malayalam Estate Harrisons Malayalam Estate road 11.505738 76.135943 Debris Slide 8th August 2019 16103
KER/WYN/58A2/2019/36,Wayanad,11.505195,76.142836,,debris flow,,392,KER/WYN/58A2/2019/36 Kerala Wayanad Harrisons Malayalam Estate Estate road 11.505195 76.142836 Debris Flow 8th August 2019
KER/WYN/58A6/2019/26,Wayanad,11.63157,76.26741,,debris slide,,392,KER/WYN/58A6/2019/26 Kerala Wayanad Thankamala Estate Estate road 11.63157 76.26741 Debris Slide 8th August 2019 16094
KER/KNR/48P12/2019/07,Wayanad,12.028903,75.629107,,,,393,KER/KNR/48P12/2019/07 Kerala Kannur Thermala - 12.028903 75.629107 Debris Slump 8th August 2019 16134
KER/KNR/49M13/2019/01,Wayanad,11.913745,75.842529,,debris flow,,393,"KER/KNR/49M13/2019/01 Kerala Kannur Memala Adackathodu – Shanthigiri - Vendekenchal road 11.913745 75.842529 Debris Flow 8th August 2019, 23.30 hrs 16128"
KER/KNR/49M13/2019/02,Wayanad,11.910607,75.860608,,,,393,"KER/KNR/49M13/2019/02 Kerala Kannur Kailasampadi – Shanthigiri Kailasampadi – Shanthigiri road 11.910607 75.860608 Debris Slump Initiated during 2003 monsoon, reactivated in 2018 and 2019 monsoons 16129"
KER/KNR/49M13/2019/03,Wayanad,11.856775,75.861045,,debris flow,,393,KER/KNR/49M13/2019/03 Kerala Kannur Nelliyodi Pambrapan – Nelliyodi road 11.856775 75.861045 Debris Flow 8th August 2019 16130
KER/KNR/49M13/2019/04,Wayanad,11.861662,75.844728,,debris flow,,393,"KER/KNR/49M13/2019/04 Kerala Kannur Chappamala - 11.861662 75.844728 Debris Flow 8th August, 22.30 hrs 16131"
KER/KNR/49M13/2019/05,Wayanad,11.8615,75.844378,,debris flow,,393,KER/KNR/49M13/2019/05 Kerala Kannur Chappamala - 11.8615 75.844378 Debris Flow 8th August 23.00 hrs. 16132
KER/KNR/49M13/2019/06,Wayanad,11.871064,75.842369,,debris slide,,393,KER/KNR/49M13/2019/06 Kerala Kannur Karimbumkandam Thalakkani-Karimbumkandam Road 11.871064 75.842369 Debris Slide 9th August 2019; 04.00 hrs. 16133
KER/PKD/58B09/2019/01,Wayanad,10.85858333,76.64751667,,debris flow,,393,"KER/PKD/58B09/2019/01 Kerala Palakkad Tekke Malampuzha 1 Tekke Malampuzha, near Malampuzha dam 10.85858333 76.64751667 Debris Flow 9th August 2019 16135"
KER/PKD/58B09/2019/02,Wayanad,10.83624167,76.67796111,,debris slide,09 August 2019,393,"KER/PKD/58B09/2019/02 Kerala Palakkad Tekke Malampuzha 2 Tekke Malampuzha 2, Near Malampuzha dam 10.83624167 76.67796111 Debris Slide 2018 and 09 August 2019 16136"
KER/PKD/58B09/2019/03,Wayanad,10.84491389,76.73904167,,debris flow,8 August 2018,393,"KER/PKD/58B09/2019/03 Kerala Palakkad Anakkal 1 Malampuzha, Anakkal road 10.84491389 76.73904167 Debris Flow 8 August 2018 and 09 August 2019 16137"
KER/PKD/58B09/2019/04,Wayanad,10.86233611,76.73838333,,debris flow,8 August 2018,393,"KER/PKD/58B09/2019/04 Kerala Palakkad Anakkal 2 Malampuzha, Anakkal road 10.86233611 76.73838333 Debris Flow 8 August 2018 and 09 August 2019 16138"
KER/PKD/58B09/2019/05,Wayanad,10.86786111,76.69186111,,debris flow,8 August 2018,393,"KER/PKD/58B09/2019/05 Kerala Palakkad Anakkal 3 Malampuzha, Anakkal road 10.86786111 76.69186111 Debris Flow 8 August 2018 and 09 August 2019 16139"
KER/PKD/58B09/2019/06,Wayanad,10.92816667,76.55565833,,"debris flow, debris flows",,393,KER/PKD/58B09/2019/06 Kerala Palakkad Karimba Colony Munnekkar road 10.92816667 76.55565833 Debris Flows 9th August 2019
KER/WYN/49M14/2019/43,Wayanad,11.605889,75.987703,,debris flow,,393,"KER/WYN/49M14/2019/43 Kerala Wayanad Kurichyaar Mala (reactivated slide) - 11.605889 75.987703 Debris Flow Reactivation: 7th August 2019, 08.00 am 9th August 2018 16111"
KER/WYN/58A2/2019/37,Wayanad,11.506241,76.136642,,debris flow,,393,KER/WYN/58A2/2019/37 Kerala Wayanad Harrisons Malayalam Estate Estate road 11.506241 76.136642 Debris Flow 8th August 2019 16105
KER/WYN/58A2/2019/38,Wayanad,11.510344,76.137337,"Meppadi, Puthumala, Kalladi",debris slide,,393,KER/WYN/58A2/2019/38 Kerala Wayanad Kalladi Meppadi - Puthumala road 11.510344 76.137337 Debris Slide 8th August 2019 16106
KER/WYN/58A2/2019/44,Wayanad,11.608153,76.11606,,soil slide,,393,"KER/WYN/58A2/2019/44 Kerala Wayanad Vengachola Colony, Manikkunnumala - 11.608153 76.11606 Soil Slide 8th August 2019 16112"
KER/WYN/58A2/2019/45,Wayanad,11.606776,76.118888,,soil slide,,393,KER/WYN/58A2/2019/45 Kerala Wayanad Kavanapara - 11.606776 76.118888 Soil Slide 8th August 2019 16113
KER/WYN/58A2/2019/53,Wayanad,11.50535,76.167608,"Attamala, Attamala Estate",debris flow,,393,KER/WYN/58A2/2019/53 Kerala Wayanad Attamala Estate Attamala Estate road 11.50535 76.167608 Debris Flow 8th August 2019 16121
KER/WYN/58A2/2019/54,Wayanad,11.504907,76.167671,"Attamala, Attamala Estate",debris slide,,393,KER/WYN/58A2/2019/54 Kerala Wayanad Attamala Estate Attamala Estate road 11.504907 76.167671 Debris Slide 8th August 2019 16122
KER/WYN/58A2/2019/55,Wayanad,11.502947,76.164885,"Chooralmala, Attamala",debris slide,,393,KER/WYN/58A2/2019/55 Kerala Wayanad Attamala Attamala – Chooralmala road 11.502947 76.164885 Debris Slide 8th August 2019 16123
KER/WYN/58A2/2019/56,Wayanad,11.502947,76.164885,"Chooralmala, Attamala",debris slide,,393,KER/WYN/58A2/2019/56 Kerala Wayanad Attamala Attamala – Chooralmala road 11.502947 76.164885 Debris Slide 8th August 2019 16124
KER/WYN/58A2/2019/57,Wayanad,11.50273,76.16493,"Chooralmala, Attamala",debris slide,,393,KER/WYN/58A2/2019/57 Kerala Wayanad Attamala Attamala – Chooralmala road 11.50273 76.16493 Debris Slide 8th August 2019 16125
KER/WYN/58A2/2019/58,Wayanad,11.502775,76.15347,Chooralmala,debris slide,,393,"KER/WYN/58A2/2019/58 Kerala Wayanad Chooralmala Chooralmala road 11.502775 76.15347 Debris Slide 8th August 2019, 15.00 hrs. 16126"
KER/WYN/58A2/2019/59,Wayanad,11.514932,76.133862,"Meppadi, Puthumala, Kalladi",debris slide,,393,KER/WYN/58A2/2019/59 Kerala Wayanad Kalladi Meppadi - Puthumala road 11.514932 76.133862 Debris Slide 8th August 2019 16127
KER/WYN/58A3/2019/042,Wayanad,11.497473,76.12908,"Churalmala, Puthumala",debris flow,,393,"KER/WYN/58A3/2019/042 Kerala Wayanad Puthumala Mepadi - Churalmala Road 11.497473 76.12908 Debris Flow Date of initiation: 8th August 2019, 16.00 hrs 16110"
KER/WYN/58A3/2019/39,Wayanad,11.49859,76.125528,"Kalladi, 900 Acres",debris flow,,393,KER/WYN/58A3/2019/39 Kerala Wayanad 900 acres Kalladi – 900-acres jeep road 11.49859 76.125528 Debris Flow 8th August 2019 16107
KER/WYN/58A3/2019/40,Wayanad,11.499223,76.127859,"Kalladi, 900 Acres",debris slide,,393,KER/WYN/58A3/2019/40 Kerala Wayanad 900 acres Kalladi - 900-acre road 11.499223 76.127859 Debris Slide 8th August 2019 16108
KER/WYN/58A3/2019/41,Wayanad,11.498578,76.128535,"Kalladi, 900 Acres",debris flow,,393,KER/WYN/58A3/2019/41 Kerala Wayanad 900 acres Kalladi - 900-acres road 11.498578 76.128535 Debris Flow 8th August 2019 16109
KER/WYN/58A3/2019/46,Wayanad,11.486797,76.160537,"Mundakkai, Mundakkai Estate",debris slide,,393,KER/WYN/58A3/2019/46 Kerala Wayanad Mundakkai Estate 15th No. Padi road 11.486797 76.160537 Debris Slide 8th August 2019 16114
KER/WYN/58A3/2019/47,Wayanad,11.485279,76.160183,"Mundakkai, Mundakkai Estate",debris slide,,393,KER/WYN/58A3/2019/47 Kerala Wayanad Mundakkai Estate 15th No. Padi road 11.485279 76.160183 Debris Slide 8th August 2019 16115
KER/WYN/58A3/2019/48,Wayanad,11.489735,76.158496,"Mundakkai, Mundakkai Estate",debris slide,,393,KER/WYN/58A3/2019/48 Kerala Wayanad Mundakkai Estate Harrisons Malayalam estate road 11.489735 76.158496 Debris Slide 8th August 2019 16116
KER/WYN/58A3/2019/49,Wayanad,11.489962,76.158194,Mundakai,debris flow,,393,KER/WYN/58A3/2019/49 Kerala Wayanad Mundakai Estate Estate road 11.489962 76.158194 Debris Flow 8th August 2019 16117
KER/WYN/58A3/2019/50,Wayanad,11.490127,76.157562,Mundakai,debris slide,,393,KER/WYN/58A3/2019/50 Kerala Wayanad Mundakai Estate Estate road 11.490127 76.157562 Debris Slide 8th August 2019 16118
KER/WYN/58A3/2019/51,Wayanad,11.496489,76.16076,Churalmala,debris slide,,393,KER/WYN/58A3/2019/51 Kerala Wayanad Churalmala Vallarmala division estate road 11.496489 76.16076 Debris Slide 8th August 2019 16119
KER/WYN/58A3/2019/52,Wayanad,11.496464,76.160201,Churalmala,debris slide,,393,KER/WYN/58A3/2019/52 Kerala Wayanad Churalmala Silver Rock Estate Estate road 11.496464 76.160201 Debris Slide 8th August 2019 16120
KER/KAN/49M13/2025/7,Wayanad,11.84484722,75.91622222,,debris slide,,396,KER/KAN/49M13/2025/7 Kerala Kannur Palchuram slide Palchuram Ghat road (Mananthawadi in Wayanad - Kannur) 11.84484722 75.91622222 Debris Slide 20th July 2025 16228
KER/KHZ/49M15/2025/01,Wayanad,11.51339444,76.01924444,,rock slide,26 August 2025,396,KER/KHZ/49M15/2025/01 Kerala Kozhikode Thamarassery Kozhikode–Kollegal National Highway (NH 766) 11.51339444 76.01924444 Rock Slide 26 August 2025 16221
KER/KOL/58D13/2025/01,Wayanad,8.97316667,76.89913889,,"debris flow, debris slide, rock slide, subsidence, landslide",12 October 2025,396,KER/KOL/58D13/2025/01 Kerala Kollam Pachamala-Pinnacle view point slide Kollam-Kurivikonam Road 8.97316667 76.89913889 Debris Flow 12 October 2025 16236 GO/NG/48I04/2015/01 Goa North Goa East of Palolem 15.014339 74.037694 Rock Slide NA 16237 GO/NG/48I04/2015/02 Goa North Goa East of Palolem 15.017553 74.034444 Debris Slide NA 16238 GO/NG/48I04/2015/03 Goa North Goa South west of Kankon 15.031378 74.023722 Debris Slide NA 16239 GO/NG/48I04/2015/04 Goa North Goa North west of Kankon 15.051183 74.022444 Debris Slide NA 16240 GO/NG/48I04/2015/06 Goa North Goa North of Kankon 15.055383 74.025556 Debris Slide NA 16241 GO/NG/48I04/2015/05 Goa North Goa North of Kankon 15.056369 74.025861 Debris Slide NA 16242 GO/SG/48E15/2015/19 Goa South Goa 15.132222 73.951667 Debris Slide NA 16243 GO/SG/48E15/2015/18 Goa South Goa S of Betul 15.135 73.954444 Debris Subsidence NA 16244 GO/NG/48I04/2015/07 Goa North Goa North of Rivona 15.172214 74.107333 Debris Slide NA 16245 GA/SGA/48I03/2020/3 Goa South Goa Cut Slope failure along Sanverdem – Siroda road 1.2 km north of Kudchedem 15.27 74.1 Debris Slide NA 16246 GA/SGA/48I03/2020/8 Goa South Goa Landslide at Mayna 2.9 km southeast of Mayna 15.27 74.02 Earth Slide NA 16247 GA/SGA/48I03/2020/4 Goa South Goa Cut Slope failure along Sanverdem – Siroda road 3.6 km north west of Kudchedem 15.28 74.08 Debris Slide NA 16248 GO/SOU/48I07/2018/33 Goa South Goa Dudhsagar landslide Dudhsagar railway junction 15.3325 74.306333 Rock Slide NA 16249 GO/SG/48E15/2015/16 Goa South Goa 15.355 73.976389 Earth Subsidence NA 16250 GO/SG/48E15/2015/12 Goa South Goa Rasain 15.37 73.960278 Debris Slide NA 16251 GO/SG/48E15/2015/13 Goa South Goa 15.385 73.951111 Debris Slide NA 16252 GO/SG/48E15/2015/20 Goa South Goa 15.39 73.913333 Earth Slide NA 16253 GO/SG/48E15/2015/22 Goa South Goa 15.391667 73.903611 Earth Slide NA
KER/KOZ/49M14/2025/02,Wayanad,11.520975,75.89981389,,"debris flow, debris flows",16 July 2025,396,KER/KOZ/49M14/2025/02 Kerala Kozhikode Cheedikuzhi debris flow Cheedikuzhi 11.520975 75.89981389 Debris Flows 16 July 2025 16223
KER/KOZ/49M14/2025/02,Wayanad,11.43813889,76.39222222,,debris slide,,396,KER/KOZ/49M14/2025/02 Kerala Malappuram Nadugani-Vazhikadavu Road-1 SH-28 11.43813889 76.39222222 Debris Slide Jul-25 16231
KER/KOZ/49M14/2025/03,Wayanad,11.42211111,76.38263889,,rock slide,,396,KER/KOZ/49M14/2025/03 Kerala Malappuram Nadugani-Vazhikadavu Road-2 SH-29 11.42211111 76.38263889 Rock Slide Jul-25 16232
KER/KOZ/49M14/2025/06,Wayanad,11.51527778,76.89536111,,rock slide,30 May 2025,396,KER/KOZ/49M14/2025/06 Kerala Kozhikode 26th mile Thalayad 1 Talayad –Kakkayam Road 11.51527778 76.89536111 Rock Slide 30 May 2025 16234
KER/KOZ/49M14/2025/07,Wayanad,11.51652778,75.89355556,,debris slide,30 May 2025,396,KER/KOZ/49M14/2025/07 Kerala Kozhikode Thalayad 2 Talayad –Kakkayam Road 11.51652778 75.89355556 Debris Slide 30 May 2025 16235
KER/KOZ/49M14/2025/3,Wayanad,11.72522222,75.81052778,,debris slide,16 July 2025,396,KER/KOZ/49M14/2025/3 Kerala Kozhikode Kuttiyadi churam slide 1 SH-54 11.72522222 75.81052778 Debris Slide 16 July 2025 16224
KER/KOZ/49M14/2025/4,Wayanad,11.72566667,75.81052778,,,6 July 2025,396,KER/KOZ/49M14/2025/4 Kerala Kozhikode Kuttiyadi Churam Slide 2 SH-54 11.72566667 75.81052778 Rock/Debris Fall 6 July 2025 16225
KER/KOZ/49M14/2025/5,Wayanad,11.72976111,75.81385278,,debris slide,16 July 2025,396,KER/KOZ/49M14/2025/5 Kerala Kozhikode Kuttiyadi Churam- 10th hairpin bend SH-54 11.72976111 75.81385278 Debris Slide 16 July 2025 at 01:00 hrs 16226
KER/KOZ/49M14/2025/5,Wayanad,11.72481667,75.81764167,,debris slide,,396,KER/KOZ/49M14/2025/5 Kerala Kozhikode Pakranthalam Opp to 10th hairpin turn Kuttiyadi churam 11.72481667 75.81764167 Debris Slide 2025 16227
KER/KOZ/49M15/2025/01,Wayanad,11.47475,75.92625,,rock slide,26 July 2025,396,"KER/KOZ/49M15/2025/01 Kerala Kozhikode Kattippara Kattippara, Mannathiyett 11.47475 75.92625 Rock Slide 26 July 2025 16222"
KER/MLP/58A4/2025/01,Wayanad,11.14075,76.01466667,,,,396,"KER/MLP/58A4/2025/01 Kerala Malappuram Morayur Ayyadan malai area, Morayur village 11.14075 76.01466667 Earth Rotational 26th June 2025 16229"
KER/PAL/58A12/2025/05,Wayanad,11.04488889,76.53952778,,rock slide,,396,KER/PAL/58A12/2025/05 Kerala Palakkad Mukkali rock slide Mannarkadu-Anakkatty Road 11.04488889 76.53952778 Rock Slide 15-Jun-25 16233
KER/WYD/58A03/2025/01,Wayanad,11.52101944,76.13565,"Chooralmala, Meppadi",debris slide,,396,KER/WYD/58A03/2025/01 Kerala Wayanad Meenakshi Bridge Meppadi- Chooralmala road 11.52101944 76.13565 Debris Slide Jun-24 16230
KL/IDK/58G/01/2025/PDLS/18,Wayanad,9.854678,77.234769,,debris slide,,396,"KL/IDK/58G/01/2025/PDLS/18 Kerala Idukki Soolappara Debris slide Soolappara, Paruthod village 9.854678 77.234769 Debris Slide 2025 16219"
KL/IDK/58G/01/2025/PDLS/19,Wayanad,9.733907,77.117741,,debris flow,,396,"KL/IDK/58G/01/2025/PDLS/19 Kerala Idukki Kunthalampara Debris flow Kunthalampara, V.T Padi 9.733907 77.117741 Debris Flow 2025 16220"
