slide_no,district,latitude,longitude,location,movement_type,history,source_page,source_text
KRL/KAN/48P12/2016/120,Wayanad,11.8517,75.912286,,debris slide,,326,KRL/KAN/48P12/2016/120 Kerala Kannur Palchuram-Boys town Rd Palchuram-Boys town Rd 11.8517 75.912286 Debris Slide 2004 13858
KRL/KAN/48P12/2016/121,Wayanad,11.860389,75.873972,,debris slide,,326,KRL/KAN/48P12/2016/121 Kerala Kannur Kandapunam Nelliyodi-T.P Kavale Rd 11.860389 75.873972 Debris Slide 2004 13866
KRL/KAN/48P12/2016/122,Wayanad,11.860683,75.874097,,debris slide,,326,KRL/KAN/48P12/2016/122 Kerala Kannur Kandapunam-1 11.860683 75.874097 Debris Slide NA 13867
KRL/KAN/48P12/2016/29,Wayanad,11.856686,75.678053,,debris slide,,326,KRL/KAN/48P12/2016/29 Kerala Kannur Kolayad panchayat 11.856686 75.678053 Debris Slide 1978 13864
KRL/KAN/48P12/2016/30,Wayanad,11.855917,75.675744,,debris slide,,326,KRL/KAN/48P12/2016/30 Kerala Kannur Kolattayi 11.855917 75.675744 Debris Slide NA 13863
KRL/KAN/48P12/2016/31,Wayanad,11.853167,75.785297,,debris slide,,326,KRL/KAN/48P12/2016/31 Kerala Kannur Near 28th Mile 11.853167 75.785297 Debris Slide 2014 13860
KRL/KAN/48P12/2016/32,Wayanad,11.854789,75.784144,,debris slide,,326,KRL/KAN/48P12/2016/32 Kerala Kannur Near Vellara-28th Mile 11.854789 75.784144 Debris Slide NA 13861
KRL/KAN/48P12/2016/33,Wayanad,11.852275,75.7982,,debris slide,,326,KRL/KAN/48P12/2016/33 Kerala Kannur Elapeedika 29th mile to Kolakkad 11.852275 75.7982 Debris Slide NA 13859
KRL/KAN/48P12/2016/34,Wayanad,11.863694,75.774333,,debris flow,,326,KRL/KAN/48P12/2016/34 Kerala Kannur Thudiyad 11.863694 75.774333 Debris Flow NA 13869
KRL/KAN/48P12/2016/60,Wayanad,11.884139,75.783347,,debris slide,,326,KRL/KAN/48P12/2016/60 Kerala Kannur Chengome 11.884139 75.783347 Debris Slide NA 13881
KRL/KAN/48P12/2016/61,Wayanad,11.887533,75.804572,,debris slide,,326,KRL/KAN/48P12/2016/61 Kerala Kannur Puvathinchola 11.887533 75.804572 Debris Slide NA 13883
KRL/KAN/48P12/2016/62,Wayanad,11.867225,75.793769,,debris slide,,326,KRL/KAN/48P12/2016/62 Kerala Kannur Malayampadi 11.867225 75.793769 Debris Slide 2014 13872
KRL/KAN/48P12/2016/63,Wayanad,11.869411,75.794333,,debris slide,,326,KRL/KAN/48P12/2016/63 Kerala Kannur Malayampadi-1 11.869411 75.794333 Debris Slide 1978 13874
KRL/KAN/48P12/2016/64,Wayanad,11.867667,75.802511,,debris slide,,326,KRL/KAN/48P12/2016/64 Kerala Kannur CT Kavala-Malayampadi Rd CT Kavala-Malayampadi Rd 11.867667 75.802511 Debris Slide 2008 13873
KRL/KAN/48P12/2016/65,Wayanad,11.86155,75.814519,,debris slide,,326,KRL/KAN/48P12/2016/65 Kerala Kannur Thottikavala-Mankulam Rd Thottikavala-Mankulam Rd 11.86155 75.814519 Debris Slide 1996 13868
KRL/KAN/48P12/2016/66,Wayanad,11.864342,75.814706,,debris slide,,326,KRL/KAN/48P12/2016/66 Kerala Kannur Thottikavala-Mankulam Rd Thottikavala-Mankulam Rd 11.864342 75.814706 Debris Slide 2010 13870
KRL/KAN/48P12/2016/67,Wayanad,11.887897,75.803164,,debris slide,,326,KRL/KAN/48P12/2016/67 Kerala Kannur Chengome-Murchilakkavu Rd Chengome-Murchilakkavu Rd 11.887897 75.803164 Debris Slide 2007 13884
KRL/KAN/48P12/2016/68,Wayanad,11.886719,75.802694,,debris slide,,326,KRL/KAN/48P12/2016/68 Kerala Kannur Chengome-Murchilakkavu Rd Chengome-Murchilakkavu Rd 11.886719 75.802694 Debris Slide 2007 13882
KRL/KAN/48P12/2016/69,Wayanad,11.883569,75.821064,,debris slide,,326,KRL/KAN/48P12/2016/69 Kerala Kannur Madathumkavu Erattathodu-Madathumkavu Rd 11.883569 75.821064 Debris Slide NA 13880
KRL/KAN/48P12/2016/70,Wayanad,11.869542,75.826903,,debris flow,,326,KRL/KAN/48P12/2016/70 Kerala Kannur Pottenthodu 11.869542 75.826903 Debris Flow 2014 13875
KRL/KAN/48P12/2016/71,Wayanad,11.867217,75.824861,,debris flow,,326,KRL/KAN/48P12/2016/71 Kerala Kannur Madathinkavu 11.867217 75.824861 Debris Flow 1997 13871
KRL/KAN/48P12/2016/72,Wayanad,11.875272,75.831086,,debris slide,,326,KRL/KAN/48P12/2016/72 Kerala Kannur Pottenthodu-1 Pottenthodu-Karinmbinkadam Road 11.875272 75.831086 Debris Slide 1957 13878
KRL/KAN/48P12/2016/73,Wayanad,11.879906,75.832717,,debris slide,,326,KRL/KAN/48P12/2016/73 Kerala Kannur Vengalodi 11.879906 75.832717 Debris Slide 2006 13879
KRL/KAN/48P12/2016/74,Wayanad,11.855547,75.863803,,debris flow,,326,KRL/KAN/48P12/2016/74 Kerala Kannur Nelliyodi 11.855547 75.863803 Debris Flow 2003 13862
KRL/KAN/48P12/2016/75,Wayanad,11.899281,75.838217,,debris flow,,326,KRL/KAN/48P12/2016/75 Kerala Kannur Poyyamala-Chettapilavu 11.899281 75.838217 Debris Flow 2004 13888
KRL/KAN/48P12/2016/76,Wayanad,11.900006,75.836356,,debris flow,,326,KRL/KAN/48P12/2016/76 Kerala Kannur Poyyamala Poyyamala-Kolanchi Road 11.900006 75.836356 Debris Flow 2004 13889
KRL/KAN/48P12/2016/77,Wayanad,11.903256,75.846667,,debris flow,,326,KRL/KAN/48P12/2016/77 Kerala Kannur Ottapilavu-Palukachi Rd Ottapilavu-Palukachi Rd 11.903256 75.846667 Debris Flow 2014 13891
KRL/KAN/48P12/2016/78,Wayanad,11.902147,75.846008,,debris flow,,326,KRL/KAN/48P12/2016/78 Kerala Kannur Ottapilavu-Palukachi Rd Ottapilavu-Palukachi Rd 11.902147 75.846008 Debris Flow NA 13890
KRL/KAN/48P12/2016/79,Wayanad,11.898089,75.855908,,debris flow,,326,KRL/KAN/48P12/2016/79 Kerala Kannur Palukachimala Kottiyoor-Palukachimala Rd 11.898089 75.855908 Debris Flow 1975 13887
KRL/KAN/48P12/2016/80,Wayanad,11.894175,75.856547,,debris flow,,326,KRL/KAN/48P12/2016/80 Kerala Kannur Palukachimala Rd Kottiyoor-Palukachimala Rd 11.894175 75.856547 Debris Flow 2004 13885
KRL/KAN/48P12/2016/81,Wayanad,11.858356,75.874158,,debris flow,,326,KRL/KAN/48P12/2016/81 Kerala Kannur Theeporikunnu-Chembarathi mala Theeporikunnu-Chembarathi mala 11.858356 75.874158 Debris Flow 1980 13865
KRL/KAN/48P12/2016/83,Wayanad,11.850967,75.755111,,debris slide,,326,KRL/KAN/48P12/2016/83 Kerala Kannur Mudavangodu-24th Mile Nedumpoyil-Mananthavady Rd 11.850967 75.755111 Debris Slide 1965 13856
KRL/KAN/48P12/2016/90,Wayanad,11.912678,75.843178,,debris slide,,326,KRL/KAN/48P12/2016/90 Kerala Kannur Ventekkumchal-Santigiri Rd 3 Ventekkumchal-Santigiri Rd 3 11.912678 75.843178 Debris Slide 2004 13894
KRL/KAN/48P12/2016/91,Wayanad,11.910208,75.861494,,debris slide,,326,KRL/KAN/48P12/2016/91 Kerala Kannur Ventekkumchal-Santigiri Rd 4 Ventekkumchal-Santigiri Rd 4 11.910208 75.861494 Debris Slide 2004 13892
KRL/WAY/58A01/2015/47,Wayanad,11.872861,76.010278,,debris slide,,326,KRL/WAY/58A01/2015/47 Kerala Wayanad Idinjimala NULL 11.872861 76.010278 Debris Slide NA 13877
KER/KANN/48P16/2007/0049,Wayanad,12.0643,75.7608,,debris slide,16 July 2007,327,KER/KANN/48P16/2007/0049 Kerala Kannur Parakkamala_1 Ayyankunnu 12.0643 75.7608 Debris Slide 16 July 2007 (19:00 hrs) 13907
KER/KANN/48P16/2007/0050,Wayanad,12.0704,75.7589,,,16 July 2007,327,KER/KANN/48P16/2007/0050 Kerala Kannur Parakkamala_2 Ayyankunnu 12.0704 75.7589 Debris Avalanche 16 July 2007 (19:30 hrs) 13911
KER/KANN/48P16/2007/0051,Wayanad,12.0762,75.7888,,debris slide,16 July 2007,327,KER/KANN/48P16/2007/0051 Kerala Kannur Palathumkadavu 12.0762 75.7888 Debris Slide 16 July 2007 (19:30 hrs) 13913
KRL/KAN/48P12/2016/10,Wayanad,12.019575,75.629022,,subsidence,,327,KRL/KAN/48P12/2016/10 Kerala Kannur Vallithala Village Road 12.019575 75.629022 Debris Subsidence 2004 13905
KRL/KAN/48P12/2016/108,Wayanad,12.034658,75.701978,,debris slide,,327,KRL/KAN/48P12/2016/108 Kerala Kannur Malapottu Vallithodu-Kunnothuparambu rd 12.034658 75.701978 Debris Slide 1999 13906
KRL/KAN/48P12/2016/109,Wayanad,12.068303,75.718081,,debris slide,,327,KRL/KAN/48P12/2016/109 Kerala Kannur Koottupuzha Kannur-Virajpet Rd 12.068303 75.718081 Debris Slide NA 13909
KRL/KAN/48P12/2016/11,Wayanad,12.096639,75.631925,,debris slide,,327,KRL/KAN/48P12/2016/11 Kerala Kannur Kolittattu-Kurishamala Kolittattu-Kurishamala 12.096639 75.631925 Debris Slide NA 13916
KRL/KAN/48P12/2016/110,Wayanad,12.065842,75.760036,,debris slide,,327,KRL/KAN/48P12/2016/110 Kerala Kannur Parakkamala Vaniappara-Parakkamala 12.065842 75.760036 Debris Slide 2007 13908
KRL/KAN/48P12/2016/111,Wayanad,12.017186,75.653308,,debris slide,,327,KRL/KAN/48P12/2016/111 Kerala Kannur Paisalakundam 12.017186 75.653308 Debris Slide 1966 13904
KRL/KAN/48P12/2016/112,Wayanad,12.016847,75.652422,,debris slide,,327,KRL/KAN/48P12/2016/112 Kerala Kannur Kalluvayal 12.016847 75.652422 Debris Slide NA 13903
KRL/KAN/48P12/2016/113,Wayanad,11.989228,75.779136,,debris flow,,327,KRL/KAN/48P12/2016/113 Kerala Kannur Kundumangodu Kundumangodu-Karadimala road 11.989228 75.779136 Debris Flow 2000 13899
KRL/KAN/48P12/2016/116,Wayanad,12.076078,75.788742,,debris slide,,327,KRL/KAN/48P12/2016/116 Kerala Kannur Palathinkadavu Kootupuzha- Palathinkadavu 12.076078 75.788742 Debris Slide 1993 13912
KRL/KAN/48P12/2016/12,Wayanad,12.141408,75.622753,,debris slide,,327,KRL/KAN/48P12/2016/12 Kerala Kannur Payyavur-Kunjirakulli Payyavur-Kunjirakulli 12.141408 75.622753 Debris Slide 2002 13928
KRL/KAN/48P12/2016/123,Wayanad,12.004511,75.612503,,debris flow,,327,KRL/KAN/48P12/2016/123 Kerala Kannur Vattapara-Thondikkulam Vattapara-Thondikkulam 12.004511 75.612503 Debris Flow NA 13900
KRL/KAN/48P12/2016/14,Wayanad,12.125175,75.621911,,debris flow,,327,KRL/KAN/48P12/2016/14 Kerala Kannur Shimoga Nagar Chandanakkampara- Padankavala road 12.125175 75.621911 Debris Flow 2001 13920
KRL/KAN/48P12/2016/15,Wayanad,12.120367,75.616419,,debris slide,,327,KRL/KAN/48P12/2016/15 Kerala Kannur Narukumcheeta Chandanakkampara- Naarukumcheeta road 12.120367 75.616419 Debris Slide 2004 13919
KRL/KAN/48P12/2016/16,Wayanad,12.127433,75.608267,,debris slide,,327,KRL/KAN/48P12/2016/16 Kerala Kannur 1st bridge Chandanakapara-Adampara Road 12.127433 75.608267 Debris Slide 1999 13921
KRL/KAN/48P12/2016/17,Wayanad,12.145369,75.604403,,debris slide,,327,KRL/KAN/48P12/2016/17 Kerala Kannur Adampara Adampara village road 12.145369 75.604403 Debris Slide NA
KRL/KAN/48P12/2016/19,Wayanad,12.138353,75.601758,,debris slide,,327,KRL/KAN/48P12/2016/19 Kerala Kannur Mavumchal 12.138353 75.601758 Debris Slide NA 13925
KRL/KAN/48P12/2016/20,Wayanad,12.137561,75.588283,,debris slide,,327,KRL/KAN/48P12/2016/20 Kerala Kannur Vanchiyam Mala Vanchiyam - Arekamala Road 12.137561 75.588283 Debris Slide 1977 13924
KRL/KAN/48P12/2016/21,Wayanad,12.138544,75.588086,,debris flow,,327,KRL/KAN/48P12/2016/21 Kerala Kannur Vanchiyam Mala Vanchiyam - Arekamala Road 12.138544 75.588086 Debris Flow 1996 13926
KRL/KAN/48P12/2016/23,Wayanad,12.069883,75.586253,,debris slide,,327,KRL/KAN/48P12/2016/23 Kerala Kannur Koorattu Vanchiyam - Paithalmala Road 12.069883 75.586253 Debris Slide 2012 13910
KRL/KAN/48P12/2016/24,Wayanad,12.103539,75.698908,,debris slide,,327,KRL/KAN/48P12/2016/24 Kerala Kannur Kalanki (Upper) 12.103539 75.698908 Debris Slide 2002 13917
KRL/KAN/48P12/2016/25,Wayanad,12.091031,75.705178,,debris flow,,327,KRL/KAN/48P12/2016/25 Kerala Kannur Udeshikunnu 12.091031 75.705178 Debris Flow 2016 13915
KRL/KAN/48P12/2016/26,Wayanad,12.088144,75.693306,,debris slide,,327,KRL/KAN/48P12/2016/26 Kerala Kannur Arabikulam 12.088144 75.693306 Debris Slide 2004 13914
KRL/KAN/48P12/2016/27,Wayanad,12.103969,75.513517,,subsidence,,327,KRL/KAN/48P12/2016/27 Kerala Kannur Nyanmala Kariyamtichal 12.103969 75.513517 Debris Subsidence 2015 13918
KRL/KAN/48P12/2016/28,Wayanad,12.009819,75.794356,,debris flow,,327,KRL/KAN/48P12/2016/28 Kerala Kannur Rajgiri 12.009819 75.794356 Debris Flow 2016 13901
KRL/KAN/48P12/2016/35,Wayanad,12.136206,75.585089,,debris flow,,327,KRL/KAN/48P12/2016/35 Kerala Kannur Tellikkavala Valia Arecamala -Vanchiyam Road 12.136206 75.585089 Debris Flow 2001 13922
KRL/KAN/48P12/2016/36,Wayanad,12.140144,75.567369,,debris flow,,327,KRL/KAN/48P12/2016/36 Kerala Kannur Arekamala Kudiyanmala-Valiya Arekamala road 12.140144 75.567369 Debris Flow 2001 13927
KRL/KAN/48P12/2016/37,Wayanad,12.137464,75.548964,,debris flow,,327,KRL/KAN/48P12/2016/37 Kerala Kannur Kudiyanmala Kudiyanmala-Mankulam Road 12.137464 75.548964 Debris Flow 1989 13923
KRL/KAN/48P12/2016/38,Wayanad,12.144136,75.521461,,debris flow,,327,KRL/KAN/48P12/2016/38 Kerala Kannur Thurumbi Kottayamthattu-Thurumbi Road 12.144136 75.521461 Debris Flow 2008 13929
KRL/KAN/48P12/2016/88,Wayanad,11.915508,75.836161,,debris slide,,327,KRL/KAN/48P12/2016/88 Kerala Kannur Ventekkumchal-Santigiri Rd Ventekkumchal-Santigiri Rd 11.915508 75.836161 Debris Slide 2014 13897
KRL/KAN/48P12/2016/89,Wayanad,11.914067,75.839586,,debris slide,,327,KRL/KAN/48P12/2016/89 Kerala Kannur Ventekkumchal-Santigiri Rd 2 Ventekkumchal-Santigiri Rd 2 11.914067 75.839586 Debris Slide 2004 13896
KRL/KAN/48P12/2016/9,Wayanad,12.011325,75.620589,,debris slide,,327,KRL/KAN/48P12/2016/9 Kerala Kannur Aryankod-Kombanpara Road Aryankod-Kombanpara Road 12.011325 75.620589 Debris Slide 2012 13902
KRL/WAY/58A01/2015/48,Wayanad,11.918083,76.016539,,debris flow,,327,KRL/WAY/58A01/2015/48 Kerala Wayanad Akolli kunnu Appapara Road 11.918083 76.016539 Debris Flow 1982 13898
KER/KKD/58A2/2018/27,Wayanad,11.5148,76.0151,,"debris slide, landslide",,330,KER/KKD/58A2/2018/27 Kerala Kozhikode Churam Landslide Adivaram – Vythiri (Thamarassery Churam) Road 11.5148 76.0151 Debris Slide 14th June 2018 13996
KER/KKD/58A3/2018/22,Wayanad,11.465,76.0321,,"debris flow, landslide",,330,KER/KKD/58A3/2018/22 Kerala Kozhikode Kozhikodanchal Landslide Kozhikodanchal – Ambedkar Colony road 11.465 76.0321 Debris Flow 12th June 2018 (17:30 hrs) 13991
KER/KKD/58A3/2018/23,Wayanad,11.4618,76.029,,"debris flow, landslide",,330,KER/KKD/58A3/2018/23 Kerala Kozhikode Ambedkar Colony -1 Landslide Chempukadavu – Palakunnu – Ambedkar Colony 11.4618 76.029 Debris Flow 12th June 2018 (16:15 hrs) 13992
KER/KKD/58A3/2018/24,Wayanad,11.4628,76.0259,,"debris flow, landslide",,330,KER/KKD/58A3/2018/24 Kerala Kozhikode Ambedkar colony-2 Landslide Chempukadavu – Palakunnu – Ambedkar Colony 11.4628 76.0259 Debris Flow 14th June 2018 (04:00 hrs) 13993
KER/KKD/58A3/2018/25,Wayanad,11.4675,76.0281,,"debris flow, landslide",,330,KER/KKD/58A3/2018/25 Kerala Kozhikode Nooranthodu LP School Landslide Chempukadavu – Thusharagiri Road 11.4675 76.0281 Debris Flow 12th June 2018 (18:00 hrs & 19:00 hrs) 13994
KER/KKD/58A3/2018/26,Wayanad,11.4891,76.0235,,"debris slide, landslide",,330,KER/KKD/58A3/2018/26 Kerala Kozhikode Chipplithodu (29th mile) Landslide Adivaram – Vythiri (Thamarassery Churam) Road 11.4891 76.0235 Debris Slide 14th June 2018 (06:30 hrs) 13995
KER/KNR/48P16/2018/01,Wayanad,12.0709,75.7581,,"debris flow, landslide",,330,KER/KNR/48P16/2018/01 Kerala Kannur Parakkamala Landslide Mudikkayam – Vaniyapara road 12.0709 75.7581 Debris Flow 12th June 2018 (18:00 hrs) 13997
KER/WYD/58A2/2018/01,Wayanad,11.5294,76.0293,,"soil slide, landslide",,330,KER/WYD/58A2/2018/01 Kerala Wayanad Aramalakunnu Landslide Vythiri - Aramala Road 11.5294 76.0293 Soil Slide 14th June 2018 (05:30 hrs)
KRL/MPM/58A3/2018/01,Wayanad,11.26246,76.11503,,"debris flow, debris flows",,330,"KRL/MPM/58A3/2018/01 Kerala Malappuram Perakamanna West Chathalloor- Odanpara, Ernad Taluk 11.26246 76.11503 rock-cum- debris Flows 14th June, 2018 at 03:00 hrs. 13998"
KRL/MPM/58A3/2018/02,Wayanad,11.26152,76.13833,,debris slide,,330,"KRL/MPM/58A3/2018/02 Kerala Malappuram Cholara Cholara-Karinchola, Ernad Taluk 11.26152 76.13833 Debris Slide 14th June, 2018 13999"
KRL/MPM/58A3/2018/03,Wayanad,11.25106,76.13881,,"rock cum debris flow, debris flow",,330,"KRL/MPM/58A3/2018/03 Kerala Malappuram Kappakallu East Chathaloor, Ernad Taluk 11.25106 76.13881 Rock cum Debris Flow September, 2017 14000"
KRL/MPM/58A3/2018/04,Wayanad,11.25171,76.181,,soil slide,,330,"KRL/MPM/58A3/2018/04 Kerala Malappuram Bheemangal Odayikkal-Edavanna, Pullipadam Vilage, Ernad Taluk 11.25171 76.181 Soil Slide 14th June, 2018 14001"
KRL/MPM/58A3/2018/05,Wayanad,11.27061,76.14651,,"rock cum debris flow, debris flow, debris flows",,330,"KRL/MPM/58A3/2018/05 Kerala Malappuram Madam Colony 1 Pullipadam Village, Nilambur Taluk 11.27061 76.14651 Rock cum Debris Flows 14th June, 2018 at 05:00 hrs 14002"
KRL/MPM/58A3/2018/06,Wayanad,11.2726,76.14928,,debris slide,,330,"KRL/MPM/58A3/2018/06 Kerala Malappuram Madam Colony 2 Pullipadam Village, Nilambur Taluk 11.2726 76.14928 Debris Slide 14th June, 2018 14003"
KRL/MPM/58A3/2018/07,Wayanad,11.27212,76.15036,,debris slide,,330,"KRL/MPM/58A3/2018/07 Kerala Malappuram Madam Colony 3 Pullipadam Village, Ernad Taluk 11.27212 76.15036 Debris Slide 14th June, 2018 14004"
KRL/MPM/58A3/2018/08,Wayanad,11.36217778,76.21179444,,"rock cum debris flow, debris flow",,330,"KRL/MPM/58A3/2018/08 Kerala Malappuram Chettiyampara colony Chettiyampara colony Erumamunda, ,Kurumbilangod Village, Nilambur Taluk 11.36217778 76.21179444 Rock cum debris Flow 15th June, 2018 14005"
KRL/MPM/58A3/2018/09,Wayanad,11.37724,76.21258,,"rock cum debris flow, debris flow, debris slide",,330,"KRL/MPM/58A3/2018/09 Kerala Malappuram Vilakkennanpara Vilakkennanpara, Kurumbilangod Village, Nilambur Taluk 11.37724 76.21258 Rock cum debris Flow 14th June, 2018; Rock/debris slide had occurred at the same spot about 5-6 years back also. Also about 40 years back, a huge rock block of about 6m x 4m x3m had displaced further upslope of this location, rolled down till road bench and killed three people. 14006"
KRL/PKD/58B11/2018/03,Wayanad,10.97039,76.57454,,"rock cum debris flow, debris flow",,330,"KRL/PKD/58B11/2018/03 Kerala Palakkad Mannannakayam Kizhekkencherry Village, Alathur Taluk 10.97039 76.57454 Rock cum debris Flow 12th June, 2018 14009"
KRL/PKD/58B11/2018/04,Wayanad,10.46591,76.5648,,debris flow,,330,"KRL/PKD/58B11/2018/04 Kerala Palakkad Kadappara Kizhekkencherry Village, Alathur Taluk 10.46591 76.5648 Debris Flow 13th June, 2018 14010"
KRL/PKD/58B9/2018/01,Wayanad,10.97659,76.55491,,"rock cum debris flow, debris flow",,330,"KRL/PKD/58B9/2018/01 Kerala Palakkad Paypullu Palakayam Village, Mannarkad Taluk 10.97659 76.55491 Rock cum debris Flow 12th June, 2018; about 22:30 hrs 14007"
KRL/PKD/58B9/2018/02,Wayanad,10.97039,76.57454,,"rock cum debris flow, debris flow",,330,"KRL/PKD/58B9/2018/02 Kerala Palakkad Kundampotti-Vattapara Palakyam Village, Mannarkad Taluk 10.97039 76.57454 Rock cum debris Flow 12th June, 2018 14008"
KER/WYD/49M13/2018/08,Wayanad,11.8297,75.9298,,"debris slide, landslide",,331,KER/WYD/49M13/2018/08 Kerala Wayanad Thazhe Kunnothmala Landslide Valad - Kunnothmala road 11.8297 75.9298 Debris Slide 14th June 2018 14018
KER/WYD/49M14/2018/05,Wayanad,11.6941,75.9371,,"debris slide, landslide",,331,KER/WYD/49M14/2018/05 Kerala Wayanad Valaramkunnu Landslide Mananthavady – Niravilpuzha road 11.6941 75.9371 Debris Slide 14th June 2018 (08:00 hrs) 14015
KER/WYD/49M14/2018/06,Wayanad,11.7013,75.9359,,"rock cum debris slide, debris slide, landslide",,331,KER/WYD/49M14/2018/06 Kerala Wayanad Veetikunnu Landslide Mananthavady – Niravilpuzha road 11.7013 75.9359 Rock cum Debris Slide 14th June 2018 (10:00 hrs) 14016
KER/WYD/49M14/2018/07,Wayanad,11.7034,75.9369,,"debris flow, landslide",,331,KER/WYD/49M14/2018/07 Kerala Wayanad Pulipparakunnu Landslide Mananthavady – Niravilpuzha road 11.7034 75.9369 Debris Flow 14th June 2018 14017
KER/WYD/58A2/2018/02,Wayanad,11.5356,76.0215,,"soil slide, landslide",,331,KER/WYD/58A2/2018/02 Kerala Wayanad Jawaharvidhya Nagar Landslide Vythiri – Kalpetta road 11.5356 76.0215 Soil Slide 14th June 2018 (05:00 hrs) 14012
KER/WYD/58A2/2018/03,Wayanad,11.5346,76.0244,,"debris slide, landslide",,331,KER/WYD/58A2/2018/03 Kerala Wayanad Veterinary College Landslide Vythiri – Kalpetta road 11.5346 76.0244 Debris Slide 14th June 2018 (05:30 hrs) 14013
KER/WYD/58A2/2018/04,Wayanad,11.6066,76.0077,,"soil slide, landslide",,331,KER/WYD/58A2/2018/04 Kerala Wayanad Achoor (6th mile) Landslide Vythiri – Padinjarathara road 11.6066 76.0077 Soil Slide 14th June 2018 (08:30 hrs) 14014
KRL/PKD/58A12/2018/11,Wayanad,11.045365,76.580602,,subsidence,16/8/2018,331,"KRL/PKD/58A12/2018/11 Kerala Palakkad Kondanmalla subsidence Kondanmalla, Near Okkode, Mannarkkad taluk 11.045365 76.580602 Debris subsidence Initiated on 16/8/2018 14019"
KRL/PKD/58A12/2018/12,Wayanad,11.047615,76.58101,,subsidence,16/8/2018,331,"KRL/PKD/58A12/2018/12 Kerala Palakkad Kondanmalla subsidence II Kondanmalla, Near Okkode, Mannarkkad taluk 11.047615 76.58101 Debris subsidence Initiated on 16/8/2018 14020"
KRL/PKD/58A12/2018/17,Wayanad,11.032677,76.527807,,,16/8/2018,331,"KRL/PKD/58A12/2018/17 Kerala Palakkad Palavalavu colony flood Palavalavu colony, palakkayam village, Mannarkad Taluk 11.032677 76.527807 NA Initiated on 16/8/2018, 14021"
KRL/PKD/58A12/2018/183,Wayanad,11.029777,76.522575,,"rock cum debris slide, debris slide",16/8/2018,331,"KRL/PKD/58A12/2018/183 Kerala Palakkad Palakkayam village, Mannarkad Taluk 11.029777 76.522575 rock cum debris slide Initiated on 16/8/2018 14022"
KRL/PKD/58A12/2018/184,Wayanad,11.029352,76.523,,"rock cum debris slide, debris slide",16/8/2018,331,"KRL/PKD/58A12/2018/184 Kerala Palakkad Palakkayam village, Mannarkad Taluk 11.029352 76.523 rock cum debris slide Initiated on 16/8/2018 14023"
KRL/PKD/58A12/2018/185,Wayanad,11.029556,76.521189,,"rock cum debris slide, debris slide",16/8/2018,331,"KRL/PKD/58A12/2018/185 Kerala Palakkad Palakkayam village, Mannarkad Taluk 11.029556 76.521189 rock cum debris slide Initiated on 16/8/2018 14024"
KRL/PKD/58A12/2018/186,Wayanad,11.032267,76.527796,,debris slide,16/8/2018,331,"KRL/PKD/58A12/2018/186 Kerala Palakkad Palakkayam village, Mannarkad Taluk 11.032267 76.527796 Debris slide Initiated on 16/8/2018 14025"
KRL/PKD/58A12/2018/187,Wayanad,11.028483,76.528773,,debris slide,16/8/2018,331,"KRL/PKD/58A12/2018/187 Kerala Palakkad Palakkayam village, Mannarkad Taluk 11.028483 76.528773 Debris slide Initiated on 16/8/2018 14026"
KRL/PKD/58A12/2018/188,Wayanad,11.029068,76.531518,,debris slide,16/8/2018,331,"KRL/PKD/58A12/2018/188 Kerala Palakkad Palakkayam village, Mannarkad Taluk 11.029068 76.531518 Debris slide Initiated on 16/8/2018 14027"
KRL/PKD/58A12/2018/189,Wayanad,11.035232,76.527483,,debris slide,16/8/2018,331,"KRL/PKD/58A12/2018/189 Kerala Palakkad Mannarkkad, Silent valley road 11.035232 76.527483 Debris slide Initiated on 16/8/2018 14028"
KRL/PKD/58A12/2018/190,Wayanad,11.036503,76.529053,,debris slide,16/8/2018,331,"KRL/PKD/58A12/2018/190 Kerala Palakkad Mannarkkad, Silent valley road 11.036503 76.529053 Debris slide Initiated on 16/8/2018 14029"
KRL/PKD/58A12/2018/191,Wayanad,11.03747,76.52758,,debris slide,16/8/2018,331,"KRL/PKD/58A12/2018/191 Kerala Palakkad Mannarkkad, Silent valley road 11.03747 76.52758 Debris slide Initiated on 16/8/2018 14030"
KRL/PKD/58A12/2018/192,Wayanad,11.037277,76.528927,,debris slide,16/8/2018,331,"KRL/PKD/58A12/2018/192 Kerala Palakkad Mannarkkad, Silent valley road 11.037277 76.528927 Debris slide Initiated on 16/8/2018 14031"
KRL/PKD/58A12/2018/193,Wayanad,11.038653,76.530202,,debris slide,16/8/2018,331,"KRL/PKD/58A12/2018/193 Kerala Palakkad Mannarkkad, Silent valley road 11.038653 76.530202 Debris slide Initiated on 16/8/2018 14032"
KRL/PKD/58A12/2018/194,Wayanad,11.039302,76.530795,,debris slide,16/8/2018,331,"KRL/PKD/58A12/2018/194 Kerala Palakkad Mannarkkad, Silent valley road 11.039302 76.530795 Debris slide Initiated on 16/8/2018 14033"
KRL/PKD/58A12/2018/195,Wayanad,11.040947,76.532897,,debris slide,16/8/2018,331,"KRL/PKD/58A12/2018/195 Kerala Palakkad Mannarkkad, Silent valley road 11.040947 76.532897 Debris slide Initiated on 16/8/2018 14034"
KRL/PKD/58A12/2018/196,Wayanad,11.041635,76.53334,,debris slide,16/8/2018,331,"KRL/PKD/58A12/2018/196 Kerala Palakkad Mannarkkad, Silent valley road 11.041635 76.53334 Debris slide Initiated on 16/8/2018 14035"
